title,year,conference
 Born again trees,1996, University of California
 Domain-specificbatch normalization for unsupervised domain adaptation,2019, In Proceedings of the IEEE Conferenceon Computer Vision and Pattern Recognition
 A closer look atfew-shot classification,2019, In International Conference on Learning Representations
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Cluster alignment with a teacher for unsupervised domainadaptation,2019, In Proceedings of the IEEE International Conference on Computer Vision
 Semi-superviseddomain adaptation with instance constraints,2013, In Proceedings of the IEEE conference on computervision and pattern recognition
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Cycada: Cycle-consistent adversarial domain adaptation,2018, In Internationalconference on machine learning
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 Pseudo-label: The simple and efficient semi-supervised learning method for deepneural networks,2013, In Workshop on challenges in representation learning
 Conditional adversarialdomain adaptation,2018, In Advances in Neural Information Processing Systems
 Automatic differentiation inpytorch,2017, 2017
 Fitnets: Hints for thin deep nets,2014, arXiv preprint arXiv:1412
 Adversarial dropout regular-ization,2017, arXiv preprint arXiv:1711
 Semi-superviseddomain adaptation via minimax entropy,2019, In Proceedings of the IEEE International Conference onComputer Vision
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Deephashing network for unsupervised domain adaptation,2017, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Cosface: Large margin cosine loss for deep face recognition,2018, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 Learning semantic representations forunsupervised domain adaptation,2018, In International Conference on Machine Learning
 Semi-supervised domainadaptation with subspace learning for visual recognition,2015, In Proceedings of the IEEE conferenceon computer vision and pattern recognition
 Paying more attention to attention: Improving theperformance of convolutional neural networks via attention transfer,2017, In ICLR
 Category anchor-guided unsuperviseddomain adaptation for semantic segmentation,2019, In Advances in Neural Information ProcessingSystems
