title,year,conference
 Towards neural machine translation for african languages,2018, CoRR
 Neural machine translation by jointly learning toalign and translate,2015, In Yoshua Bengio and Yann LeCun (eds
 A Comparative Phonology of Gbe,2010, De Gruyter Mouton
 A new algorithm for data compression,1994, C Users J
 A Comparison of 13 Tokenizers on MEDLINE,2006, 12 2006
 Iterative back-translation forneural machine translation,2018, In Proceedings of the 2nd Workshop on Neural Machine Translation andGeneration
 The state and fate oflinguistic diversity and inclusion in the nlp world,2020, ArXiv
 NeUral machine translation for low-resoUrce langUageswithoUt parallel corpora,0922, Machine Translation
 Morphological and language-agnostic word segmentationfor NMT,2018, CoRR
 Tagging sentence boundaries,2000, In Proceedings of the 1st North American Chapter ofthe Association for Computational Linguistics Conference
 Bleu: a method for automatic evaluationof machine translation,2002, In Proceedings of the 40th Annual Meeting of the Association for ComputationalLinguistics
 Character-aware decoder for neuralmachine translation,2018, CoRR
 Some applications of tree-based modelling to speech and language,1558, In Proceedingsof the Workshop on Speech and Natural Language
 Neural machine translation of rare words with subwordunits,2015, CoRR
 Improving neural machine translation models with mono-lingual data,2016, In Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics(Volume 1: Long Papers)
 Neural machine translation of rare words with subwordunits,1162, In Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume1: Long Papers)
 Sequence to sequence learning with neural networks,2014, CoRR
 Attention is all you need,2017, CoRR
