title,year,conference
 Optimization algorithms onmatrix manifolds,2009, Princeton University Press
 Massivelyscalable sinkhorn distances via the nystrom method,2019, In NeurnPS
 Approximating nash equilibria and dense bipartite subgraphs via anapproximate version of caratheodory’s theorem,2015, In STOC
 Probabilistic permutation synchronization using theriemannian structure of the birkhoff polytope,2019, In CVPR
 Three observations on linear algebra,1946, Univ
 Stochastic gradient descent on riemannian manifolds,2013, IEEE Transactionson Automatic Control
 Generating sentences from a continuous space,2015, arXiv preprint arXiv:1511
 Neural photoediting with introspective adversarial networks,2017, In ICLR
 Sinkhorn distances: Lightspeed computation of optimal transport,2013, In NeurIPS
 Differentiable ranking and sortingusing optimal transport,2019, In NeurIPS
 Manifold optimization over the set of doubly stochasticmatrices: A second-order geometry,2019, IEEE Transactions on Signal Processing
 Notes on birkhoff-von neumann decomposition of doublystochastic matrices,2016, Linear Algebra and its Applications
 Smallest compact formulation for the permutahedron,2015, MathematicalProgramming
 Stochastic optimization ofsorting networks via continuous relaxations,2018, In ICLR
 A short proof of the birkhoff-von neumann theorem,2008, preprint (unpublished)
 The hungarian method for the assignment problem,1955, Naval research logisticsquarterly
 Minimum birkhoff-von neumanndecomposition,2017, In IPCO
 Learning latentpermutations with gumbel-sinkhorn networks,2018, In ICLR
 Controlling fairnessand bias in dynamic learning-to-rank,2020, In ACM SIGIR
 Computational optimal transport: With applications todata science,2019, Foundations and Trends® in Machine Learning
 Directional statistics onpermutations,2011, In AISTATS
 Integrating microsecondcircuit switching into the data center,2013, ACM SIGCOMM
 Fairness of exposure in rankings,2018, In ACM SIGKDD
