title,year,conference
 Satisfiability modulo theories,2018, In Handbook of Model Checking
 The consciousness prior,2017, CoRR
 Learning efficient logic programs,2019, Maching Learning
 Differentiable reasoning over a virtual knowledge base,2020, In InternationalConference on Learning Representations
 Logic tensor networks for semanticimage interpretation,2017, In Proceedings of the 26th International Joint Conference on ArtificialIntelligence
 Differentiable pro-grams with neural libraries,2017, In Proceedings of the 34th International Conference on MachineLearning
 Limits of end-to-end learning,2017, In Proceedings of The 9th Asian Conference onMachine Learning
 Stochastic optimization of sortingnetworks via continuous relaxations,2019, In International Conference on Learning Representations
 Meta-interpretive learning: application to grammatical inference,2014, Machine Learning
 Probabilistic logic,1986, Artificial Intelligence
 Neural arithmeticlogic units,2018, In Advances in Neural Information Processing Systems 31
 SATNet: Bridging deep learn-ing and logical reasoning using a differentiable satisfiability solver,2019, In Proceedings of the 36thInternational Conference on Machine Learning
 Graph neuralnetworks: A review of methods and applications,2018, CoRR
