title,year,conference
 Encoding gated translation memory into neural machine translation,2018, InProceedings of the 2018 Conference on Empirical Methods in Natural Language Processing
 Incorporating copying mechanism insequence-to-sequence learning,2016, In Proceedings of the 54th Annual Meeting of the Associationfor Computational Linguistics (Volume 1: Long Papers)
 Search engine guided non-parametricneural machine translation,2017, arXiv preprint arXiv:1705
 Pointing theunknown words,2016, In Proceedings of the 54th Annual Meeting of the Association for ComputationalLinguistics (Volume 1: Long Papers)
 Neural machine translation decod-ing with terminology constraints,2018, In Proceedings of the 2018 Conference of the North AmericanChapter of the Association for Computational Linguistics: Human Language Technologies
 Lexically constrained decoding for sequence generation using gridbeam search,2017, In Proceedings of the 55th Annual Meeting of the Association for ComputationalLinguistics (Volume 1: Long Papers)
 Adam: A method for stochastic optimization,2015, In Proceedingsof the International Conference on Learning Representations (ICLR 2015)
 Fusing recency into neural machine translation with an inter-sentence gate model,2018, In Proceedings of the 27th International Conference on ComputationalLinguistics
 Pre-translation for neural machine trans-lation,2016, In Proceedings of COLING 2016
 Bleu: a method for automaticevaluation of machine translation,2002, In Proceedings of the 40th Annual Meeting on Association forComputational Linguistics
 Unsupervised pretraining for sequence to sequencelearning,2017, In Proceedings of the 2017 Conference on Empirical Methods in Natural LanguageProcessing
 Mass: Masked sequence to sequencepre-training for language generation,2019, In ICML
 Acquiring knowledgefrom pre-trained model to neural machine translation,2020, AAAI
 Graph based translation memoryfor neural machine translation,2019, In Proceedings of the AAAI Conference on Artificial Intelligence
 Neural system combination for ma-chine translation,2017, In Proceedings of the 55th Annual Meeting of the Association for ComputationalLinguistics (Volume 2: Short Papers)
