title,year,conference
 Ambiguously labeled learning usingdictionaries,2014, IEEE Transactions on Information Forensics and Security
 Deeplearning for classical japanese literature,2018, CoRR
 Learning from ambiguously labeled images,2009, In2009 IEEE Conference on Computer Vision and Pattern Recognition
 On the algorithmic implementation of multiclass kernel-based vec-tor machines,2001, J
 Partial label learning with self-guided retraining,2019, In Proceedings of the AAAI Conferenceon Artificial Intelligence
 Provably consistentpartial-label learning,2020, CoRR
 Learning from partial labels with minimum entropy,2004, Technical report
 Learning from complementary labels,2017, neuralinformation processing systems
 Learning with multiple labels,2002, In Advances in Neural Information ProcessingSystems
 Learning with multiple labels,2003, In Advances in neural information processingsystems
 Learning multiple layers of features from tiny images,2009, 2009
 Gradient-based learning applied to documentrecognition,1998, Proceedings of the IEEE
 A conditional multinomial mixture model for superset label learning,2012, InAdvances in neural information processing systems
 Learning from candidate labeling sets,2010, In Advances in neural informationprocessing systems
 Progressive identification oftrue labels for partial-label learning,2020, CoRR
 Classification with partial labels,2008, In Proceedings of the 14th ACM SIGKDDinternational conference on Knowledge discovery and data mining
 In defense of one-vs-all classification,2004, J
 Fashion-mnist: a novel image dataset for benchmarking machinelearning algorithms,2017, CoRR
 Partial label learning via label enhancement,2019, In Proceedings of the AAAIConference on Artificial Intelligence
 Maximum margin partial label learning,2016, In Asian Conference on MachineLearning
 Learning by associ-ating ambiguously labeled images,2013, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Solving the partial label learning problem: An instance-based approach,2015, In IJCAI
