title,year,conference
 Technical update: least-squares temporal difference learning,2002, Machine Learning
 Stochastic variance reduction methods for policyevaluation,2017, In Proceedings of the 34 th International Conference on Machine Learning
 Faster gradient-TD algorithms,2012, Master’s thesis
 Regularized off-policy TD-learning,2012, In Advances in NeuralInformation Processing Systems
 Finite-sample analysis of proximalgradient TD algorithms,2015, In Proceedings of the 31st International Conference on Uncertainty inArtificial Intelligence
 Gradient temporal-difference learning algorithms,2011, PhD thesis
 Relative entropy policy search,2010, In AAAI Conference OnArtificialIntelligence
 Natural actor-critic,2008, Neurocomputing
 Trust regionpolicy optimization,2015, In Proceedings of the 32nd International Conference on Machine Learning
 Reinforcement Learning: An Introduction,2018, The MIT Press
