title,year,conference
 Star-caps: Capsule networks with straight-through attentiverouting,2019, In Advances in Neural Information Processing Systems
 A neural-symbolic architecture for inverse graphics improvedby lifelong meta-learning,2019, In German Conference on Pattern Recognition
 A stochastic graph grammar for compositionalobject representation and recognition,2009, Pattern Recognition
 Capsule networks need an improved routing algo-rithm,2019, arXiv preprint arXiv:1907
 Increasing the adversarial robust-ness and explainability of capsule networks with γ-capsules,2018, arXiv preprint arXiv:1812
 Deepcaps: Going deeper with capsule networks,2019, In Proceedingsof the IEEE Conference on Computer Vision and Pattern Recognition
 Morph: Development and optimization of a longitudinal ageprogression database,2009, In European Workshop on Biometrics and Identity Management
 Selfie: Refurbishing unclean samples for robustdeep learning,2019, In International Conference on Machine Learning
 Stochastic and-or grammars: A unified framework and logic perspective,2015, arXiv preprintarXiv:1506
 Building deep equivariantcapsule networks,2020, In International Conference on Learning Representations
 Image parsing with stochastic scene grammar,2011, In Advances inNeural Information Processing Systems
 A stochastic grammar of images,2007, Now Publishers Inc
