title,year,conference
 From Nesterov’s estimate sequence to riemannian acceleration,2001, arXivpreprint arXiv:2001
 A continuous-time PersPec-tive for modeling acceleration in riemannian optimization,2019, arXiv preprint arXiv:1910
 Practical acceleratedoPtimization on riemannian manifolds,2002, arXiv preprint arXiv:2002
 Natasha 2: Faster non-convex oPtimization than SGD,2018, In Advances in NeuralInformation Processing Systems 31: Annual Conference on Neural Information Processing Systems2018
 Katyusha X: practical momentum method for stochastic sum-of-nonconvexoptimization,2018, In Proceedings of the 35th International Conference on Machine Learning
 Linear coupling: An ultimate unification of gradientand mirror descent,2017, In 8th Innovations in Theoretical Computer Science Conference
 Even faster accelerated coordinatedescent using non-uniform sampling,2016, In Proceedings of the 33nd International Conference onMachine Learning
 Much fasteralgorithms for matrix scaling,2017, In 58th IEEE Annual Symposium on Foundations of ComputerScience
 Robust low-rank matrix completion by riemannianoptimization,2016, SIAM J
" ""Convex until proven guilty"":Dimension-free acceleration of gradient descent on non-convex functions",2017, In Proceedings of the34th International Conference on Machine Learning
 Riemannian dictionary learning and sparse coding for positivedefinite matrices,2017, IEEE Trans
 On acceleration with noise-corruptedgradients,2018, In PrOCeedings Of the 35th InternatiOnal COnferenCe On MaChine Learning
 Efficiently escaping saddle points on manifolds,2019, In Advances inNeural Information Processing Systems 32: Annual Conference on Neural Information ProcessingSystems 2019
 Matrix-free preconditioning in online learning,2019, In Proceedings ofthe 36th International Conference on Machine Learning
 Generalized momentum-based methods: A hamiltonianperspective,2019, CoRR
 The geometry of algorithms withorthogonality constraints,1998, SIAM J
 Euclidean and non-Euclidean geometries: Development and history,1993, Macmillan
 Near-optimal methods for minimizingstar-convex functions and beyond,1906, CoRR
 An alternative to EM for gaussian mixture models: Batch andstochastic riemannian optimization,1706, CoRR
 Extending FISTA to riemannian optimization for sparse pca,2019, arXiv preprintarXiv:1909
 Riemannian proximal gradient methods,1909, arXiv preprint arXiv:1909
 Riemannian adaptive stochastic gradientalgorithms on matrix manifolds,2019, In Proceedings of the 36th International Conference on MachineLearning
 Stochastic primal-dual method on riemannian manifolds ofbounded sectional curvature,2017, In 16th IEEE International Conference on Machine Learning andApplications
 Differential Geometry,1991, Differential Geometry
 Accelerated mirror descentin continuous and discrete time,2015, In Advances in Neural Information Processing Systems28: Annual Conference on Neural Information Processing Systems 2015
 Curvature-dependant global convergence rates for optimization on manifoldsof bounded geometry,2020, arXiv preprint arXiv:2008
 R3MC: A riemannian three-factor algorithm for low-rankmatrix completion,2014, In 53rd IEEE Conference on Decision and Control
 Riemannian stochastic variance reducedgradient,1702, CoRR
 A differential equation for modeling nesterov'saccelerated gradient method: Theory and insights,2016, J
 Complete dictionary recovery over the sphere II: recovery byriemannian trust-region method,2017, IEEE Trans
 On the importance ofinitialization and momentum in deep learning,2013, In Proceedings of the 30th International Conferenceon Machine Learning
 Riemannianpursuit for big matrix recovery,2014, In Proceedings of the 31th International Conference on MachineLearning
 Averaging stochasticgradient descent on riemannian manifolds,2018, CoRR
 Unified acceleration method for packing and coveringproblems via diameter reduction,2016, In 43rd International Colloquium on Automata
 Frank-wolfe methods for geodesically convex optimization withapplication to the matrix geometric mean,2017, CoRR
 Nonconvex stochastic optimization on manifolds via riemannianfrank-wolfe methods,2019, CoRR
 Guarantees of riemannian optimizationfor low rank matrix completion,2016, arXiv preprint arXiv:1603
 A variational perspective on acceleratedmethods in optimization,1603, CoRR
 Geodesic convexity and covariance estimation,2012, IEEE Trans
 First-order methods for geodesically convex optimization,2016, InProceedings of the 29th Conference on Learning Theory
 An estimate sequence for geodesically convex optimization,2018, InSebastien Bubeck
 R-SPIDER: A fast riemannian stOchastic OptimizatiOnalgOrithm with curvature independent rate,2018, CoRR
