title,year,conference
 Hybrid batch bayesian optimization,2012, In Proceedingsof the 29th International Conference on Machine Learning
 Botorch: Programmable bayesian optimization in pytorch,2019, arXivpreprint arXiv:1910
 Making a science of model search: Hyperparameteroptimization in hundreds of dimensions for vision architectures,2013, In Proceedings of the 30thInternational Conference on International Conference on Machine Learning
 Integrating algorithmic parame-ters into benchmarking and design space exploration in 3d scene understanding,2016, In Proceedings ofthe 2016 International Conference on Parallel Architectures and Compilation
 Bayesian optimization forlearning gaits under uncertainty,2016, Annals of Mathematics and Artificial Intelligence
 Bayesian optimization in alphago,2018, CoRR
 The global optimization problem: an introduction,1978, Toward globaloptimization
 Predictive entropysearch for efficient global optimization of black-box functions,2014, In Z
 Sequential model-based optimizationfor general algorithm configuration,2011, In International conference on learning and intelligentoptimization
 Adam: A method for stochastic optimization,2015, In Yoshua Bengioand Yann LeCun (eds
 Meta-surrogatebenchmarking for hyperparameter optimization,2019, In Advances in Neural Information ProcessingSystems NeurIPS
 Spatial:A Language and Compiler for Application Accelerators,2018, In ACM SIGPLAN Conference onProgramming Language Design and Implementation (PLDI)
 The irace package: Iterated racing for automatic algorithm configuration,2016, OperationsResearch Perspectives
 The application of bayesian methods forseeking the extremum,1978, Towards global optimization
 Practical design space exploration,2019, In 27thIEEE International Symposium on Modeling
 Emulationof physical processes with emukit,2019, In Second Workshop on Machine Learning and the PhysicalSciences
 Unbounded bayesian optimizationvia regularization,2016, In Artificial intelligence and statistics
 Correctingboundary over-exploration deficiencies in bayesian optimization with virtual derivative sign obser-vations,2018, In 2018 IEEE 28th International Workshop on Machine Learning for Signal Processing(MLSP)
 Gaussian processoptimization in the bandit setting: No regret and experimental design,2010, In Johannes Furnkranz andThorsten Joachims (eds
3 for controlling the influence ofthe prior over time,2021, To show the effects of β
