title,year,conference
 Handbook of Markov chain Monte Carlo,2011, CRCPress
 Model-agnostic meta-learning for fast adaptation of deep net-works,2017, In Proc
 Meta-learning probabilistic infer-ence for prediction,2019, In Proc
 Robust multi-class Gaussian processclassification,2011, In Proc
 Reconciling meta-learning and continual learningwith online mixtures of tasks,2019, In Proc
 Conditional generative adversarial nets,2014, arXiv:1411
 Bayesian learning via stochastic dynamics,1993, In Proc
 Uncertainty in model-agnostic meta-learning using variationalinference,2020, In Proc
 Meta-learning with implicit gradients,2019, InProc
 Amortized Bayesian meta-learning,2018, In Proc
 Optimization as a model for few-shot learning,2017, In Proc
 Meta-learning with latent embedding optimization,2019, In Proc
 Prototypical networks for few-shot learning,2017, In Proc
 Learning structured output representation using deep conditionalgenerative models,2015, In Proc
 Bayesian optimization with robust Bayesianneural networks,2016, In Proc
 Attention is all you need,2017, In Proc
