title,year,conference
 Efficient architecture search by networktransformation,2018, In AAAI Conference on Artificial Intelligence
 Proxylessnas: Direct neural architecture search on target task andhardware,2019, In International Conference on Learning Representations (ICLR)
 Autoaugment: Learningaugmentation policies from data,2018, arXiv preprint arXiv:1805
 AutoHAS: Differ-entiable hyper-parameter and architecture search,2020, arXiv preprint arXiv:2006
 Efficient multi-objective neural architecture search vialamarckian evolution,2019, In International Conference on Learning Representations (ICLR)
 Single pathone-shot neural architecture search with uniform sampling,2019, arXiv preprint arXiv:1904
 Population based augmentation: Efficientlearning of augmentation policy schedules,2019, In International Conference on Machine Learning (ICML)
 Neural ar-chitecture search with bayesian optimisation and optimal transport,2018, In Advances in Neural InformationProcessing Systems (NeurIPS)
 Fast autoaugment,2019, In Advances inNeural Information Processing Systems (NeurIPS)
 DARTS: Differentiable architecture search,2018, arXiv preprintarXiv:1806
 NSGA-Net: Neural architecture search using multi-objective genetic algorithm,2019, In The Geneticand Evolutionary Computation Conference (GECCO)
 ShuffleNet V2: Practical guidelines for efficientcnn architecture design,2018, In Proceedings of the European Conference on Computer vision (ECCV)
 The concrete distribution: A continuous relaxation ofdiscrete random variables,2016, arXiv preprint arXiv:1611
 Efficient neural architecture search viaparameter sharing,2018, In International Conference on Machine Learning (ICML)
 Regularized evolution for image classifierarchitecture search,2018, arXiv:1802
 Bayesian optimisation overmultiple continuous and categorical inputs,2020, International Conference on Machine Learning (ICML)
 Neural architecture generator optimization,2020, arXiv preprintarXiv:2004
 Towards automated deep learning: Efficient jointneural architecture and hyperparameter search,2018, arXiv preprint arXiv:1807
 mixup: Beyond empirical riskminimization,2017, arXiv preprint arXiv:1710
 Adversarial autoaugment,2020, International Conferenceon Learning Representations (ICLR)
 Neural architecture search with reinforcement learning,2017, In International Conferenceon Learning Representations (ICLR)
