title,year,conference
 Density estimation on an unknown submanifold,2019, arXivpreprint arXiv:1910
 Flows for simultaneous manifold learning and density estima-tion,2020, arXiv preprint arXiv:2003
 Relaxing bijectivityconstraints with continuously indexed normalising flows,2019, arXiv preprint arXiv:1909
 Block neural autoregressive flow,2019, arXiv preprintarXiv:1904
 Augmented neural odes,2019, In H
 Neural spline flows,2019, InAdvances in Neural Information Processing Systems
 Normalizing flows on riemannian man-ifolds,2016, arXiv preprint arXiv:1611
 Neural autoregres-sive flows,2018, volume 80 of Proceedings of Machine Learning Research
 Sgdr: Stochastic gradient descent with warm restarts,2016, arXivpreprint arXiv:1608
 Normalizing flows for probabilistic modeling and inference,2019, arXiv preprintarXiv:1912
 Normalizing flows on tori and spheres,2020, arXivpreprint arXiv:2002
 The number of hidden dimensions was adapted to the dimensionality of the data andthe difficulty of the target density,2000, These details are reported in the corresponding tabular
