title,year,conference
 Fading memory and the problem of approximating nonlinearoperators with volterra series,2021, IEEE Transactions on circuits and systems
 Theoretical Neuroscience: Computational and MathematicalModeling of Neural Systems,0262, The MIT Press
 Audio set: An ontology and human-labeled dataset for audio events,2017, In 2017IEEE International Conference on Acoustics
 Sparse coding in the neocortex,2007, Evolution of Nervous Systems
 Time encoding and perfect recovery of bandlimited signals,2003, In 2003IEEE International Conference on Acoustics
 Emergence of simple-cell receptive field properties bylearning a sparse code for natural images,1996, Nature
 An efficient auditory filterbankbased on the gammatone function,1988, 01 1988
 A generalized representer theorem,2001, InInternational Conference on Computational Learning Theory
 Sampling signals with finite rate of innovation,2002, IEEETransactions on Signal Processing
 A sparse coding modelwith synaptically local plasticity and spiking neurons can account for the diverse shapes of v1simple cell receptive fields,2011, PLOS Computational Biology
