title,year,conference
 The im algorithm: A variational approach to information maxi-mization,2003, In Proceedings of the 16th International Conference on Neural Information ProcessingSystems
 Relevant sparse codes with variational infor-mation bottleneck,2016, In D
 Compressing neural networks using the vari-ational information bottleneck,2018, In Jennifer G
 Towards a neural statistician,2017, In 5th International Conferenceon Learning Representations (ICLR 2017)
 Probabilistic model-agnostic meta-learning,2018, In S
 Tilted variational bayes,2014, In Proceedingsof the Seventeenth International Conference on Artificial Intelligence and Statistics
 Empiricalbayes transductive meta-learning with synthetic gradients,2020, ICLR
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 One shot learningof simple visual concepts,2011, Cognitive Science
 The variational gaussian approximation revisited,0899, NeuralComput
 Optimization as a model for few-shot learning,2017, In ICLR
 Match-ing networks for one shot learning,2016, In D
 In S,2018, Bengio
