title,year,conference
 Cascade r-cnn: Delving into high quality object detection,2018, InProceedings of the IEEE conference on computer vision and pattern recognition
 Hybrid task cascade for instance segmentation,2019, InProceedings of the IEEE conference on computer vision and pattern recognition
 MMDetection: Open mmlab detection toolbox andbenchmark,2019, arXiv preprint arXiv:1906
 ImageNet: A Large-Scale HierarchicalImage Database,2009, In CVPR09
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Proceedings of the thirteenth international conference on artificial intelligence andstatistics
 Relation networks for objectdetection,2018, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Squeeze-and-excitation networks,2018, In Proceedings of the IEEEconference on computer vision and pattern recognition
 Densely connectedconvolutional networks,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Cornernet: Detecting objects as paired keypoints,2018, In Proceedings of theEuropean Conference on Computer Vision (ECCV)
 Microsoft coco: Common objects in context,2014, In Europeanconference on computer vision
 Context-gated convolUtion,2019, 2019
 Ssd: Single shot mUltibox detector,2016, In European conference on computervision
 Detectors: Detecting objects with recursivefeature pyramid and switchable atrous convolution,2020, arXiv preprint arXiv:2006
 Yolov3: An incremental improvement,2018, arXiv preprintarXiv:1804
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Advances in neural information processing systems
 Pyramidbox: A context-assisted single shotface detector,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
 Fcos: Fully convolutional one-stage objectdetection,2019, In Proceedings of the IEEE international conference on computer vision
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Region proposal by guidedanchoring,2019, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Context-awarercnn: A baseline for action detection in videos,2020, arXiv preprint arXiv:2007
 Bottom-up object detection by groupingextreme and center points,2019, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
