title,year,conference
 Leveraging procedural genera-tion to benchmark reinforcement learning,2019, arXiv preprint arXiv:1912
 Quantifying generaliza-tion in reinforcement learning,1282, In International Conference on Machine Learning
 Educational data min-ing and learning analytics in programming: Literature review and case studies,2015, In Proceedings ofthe 2015 ITiCSE on Working Group Reports
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Re-inforcement learning with augmented data,2020, arXiv preprint arXiv:2004
 Network randomization: A simple techniquefor generalization in deep reinforcement learning,2019, arXiv
 Human-levelcontrol through deep reinforcement learning,2015, nature
 Asynchronous methods for deep reinforcementlearning,2016, In International conference on machine learning
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 A closerlook at spatiotemporal convolutions for action recognition,2018, In Proceedings of the IEEE conferenceon Computer Vision and Pattern Recognition
 Zero shot learning for code educa-tion: Rubric sampling with deep learning inference,2019, In Proceedings of the AAAI Conference onArtificial Intelligence
 The pyramidsnapshot challenge: Understanding studentprocess from visual output of programs,2019, In Proceedings of the 50th ACM Technical Symposiumon Computer Science Education
