title,year,conference
 NeCPD: An online tensor decompositionwith optimal stochastic gradient descent,2020, arXiv preprint arXiv:2003
" Analysis of individual differences in multidimensional scalingvia an N-Way generalization of “Eckart-Young"" decomposition",1970, PSychometrika
 Hierarchical als algorithms for nonnegativematrix and 3d tensor factorization,2007, In International Conference on Independent ComponentAnalySiS and Signal Separation
 Neural nonnegative matrix factorization for hierarchical multilayer topic modeling,2019, InProc
 Relation betWeen PLSA and NMF and implications,2005, In Proc
 Foundations of the PARAFAC procedure: Models and conditions for an“explanatory” multimodal factor analysis,1970, 1970
 Non-negative sparse coding,2002, In Proc
 Fast projection-based methods for the least squaresnonnegative matrix approximation problem,2008, Stat
 Nonnegative matrix factorization based on alternating nonnegativityconstrained least squares and active set method,2008, SIAM J
 Algorithms for nonnegative matrix and tensor factor-izations: A unified vieW based on block coordinate descent frameWork,2014, J
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Tensor decompositions and applications,2009, SIAM Rev
 Stochastic gradients for large-scale tensor decomposition,2019, arXivpreprint arXiv:1906
 TensorLy: Tensor learningin Python,2018, CoRR
 Solving least squares problems,1995, SIAM
 Learning the parts of objects by non-negative matrixfactorization,1999, Nature
 Learning evolving and emerging topics in social media: a dynamicNMF approach with temporal regularization,2012, In Proc
 Hierarchical tensor decomposi-tion of latent tree graphical models,2013, In Proc
 Supervised multilayer sparse coding networksfor image classification,2017, CoRR
 A deepmatrix factorization method for learning attribute representations,2016, IEEE T
 Compositional hierarchical tensor factorization: Representinghierarchical intrinsic and extrinsic causal factors,2019, arXiv preprint arXiv:1911
 Positive tensor factorization,2001, Pattern Recogn
