title,year,conference
 The capacity of private information retrieval from codeddatabases,2018, IEEE Transactions on Information Theory
 Rethinking lossy compression: The rate-distortion-perceptiontradeoff,2019, In Proceedings International Conference on Machine Learning (ICML)
 Compression for multimedia,2010, Cambridge University Press
 Deep Learning,2016, MIT Press
 Context-awaregenerative adversarial privacy,1099, Entropy
 Generative adver-sarial privacy,2018, In Proceedings ICML’18 Workshop: Privacy in Machine Learning and ArtificialIntelligence
 Auto-encoding variational bayes,2014, In Proceedings InternationalConference on Learning Representations (ICLR)
 Self-normalizingneural networks,2017, In Proceedings 31th International Conference on Neural Information ProcessingSystems (NeurIPS)
 High-rate codes with sublinear-timedecoding,2011, In Proceedings 43rd Annual ACM Symposium on Theory of Computing
 Learning multiple layers of features from tiny images,2009, Technical report
 One-way trapdoor permutations are sufficient for non-trivialsingle-server private information retrieval,2000, In Proceedings 19th Annual International Conferenceon the Theory and Applications of Cryptographic Techniques (EUROCRYPT)
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 An algorithm for vector quantizer design,1980, IEEETransactions on Communications
 An oblivious transfer protocol with log-squared communication,2005, In Proceedings8th International Conference on Information Security (ISC)
 Global convergence and empirical consistency of thegeneralized Lloyd algorithm,1557, IEEE Transactions on Information Theory
 Unsupervised and semi-supervised learning with categorical generativeadversarial networks,2016, In Proceedings International Conference on Learning Representations(ICLR)
 The capacity of private information retrieval,0018, IEEE Transactions onInformation Theory
 Privacy-preserving adversarial networks,2019, InProceedings 57th Allerton Conference on Communication
 Compressive privacy generative adversarial network,2020, IEEETransactions on Information Forensics and Security
 IRGAN: A minimax game for unifying generative and discriminative information retrievalmodels,2017, In Proceedings 40th International ACM Conference on Research and Development inInformation Retrieval (SIGIR)
 Private information retrieval,2010, Commun
 FC standsfor fully connected layer,2017, Size is the number of neurons or input size
