title,year,conference
 Machine learning for combinatorial optimiza-tion: a methodological toUr d’Horizon,2018, CoRR
 The complexity of theorem-proving procedures,1971, In Proceedings of the ThirdAnnual ACM symPosium on Theory of ComPuting
 Protein interface prediction usinggraph convolutional networks,2017, In Proccedings of the Thirtieth Annual Conference on Advancesin Neural Information Processing Systems (NIPS)
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Proceedings of the Thirteenth International Conference on Artificial Intelligenceand Statistics (AISTATS)
 GraPh RePresentation Learning,2020, Morgan and Claypool Publishers
 Representation learning on graphs: Methodsand applications,2017, IEEE Data Eng
 The Weisfeiler-Leman dimension of pla-nar graphs is at most 3,2019, J
 Adam: A method for stochastic optimization,2015, In Proceedings ofthe Third International Conference on Learning Representations
 Invariant and equivariant graphnetworks,2019, In Proceedings of the Seventh International Conference on Learning Representations(ICLR)
 From graph low-rank global attention to 2-FWLapproximation,2020, CoRR
 Random features strengthen graph neuralnetworks,2020, CoRR
 Learning a SAT solver from single-bit supervision,2019, In Proceedings of the SeventhInternational Conference on Learning Representations (ICLR)
