title,year,conference
 Learning representations by maximizingmutual information across views,2019, arXiv preprint arXiv:1906
 Deep clustering for unsu-pervised learning of visual features,2018, In Proceedings of the European Conference on ComputerVision
 Deep adap-tive image clustering,2017, In Proceedings of the IEEE International Conference on Computer Vision
 RandAugment: Practical dataaugmentation with no separate search,2019, arXiv preprint arXiv:1909
 CINIC-10 is not ImageNetor CIFAR-10,2018, arXiv preprint arXiv:1810
 ImageNet: A Large-Scale HierarchicalImage Database,2009, In CVPR09
 Discrimina-tive unsupervised feature learning with convolutional neural networks,2014, In Advances in neuralinformation processing systems
 Deep k-means: Jointly clustering withk-means and learning representations,2018, arXiv preprint arXiv:1806
 Deepclustering via joint convolutional autoencoder embedding and relative entropy minimization,2017, InProceedings of the IEEE International Conference on Computer Vision
 Associativedeep clustering: training a classification network with no labels,2018, In German Conference on PatternRecognition
 Learning deep representations by mutual information estimation and maximiza-tion,2019, In Proceedings of the International Conference on Learning Representations
 Invariant information clustering for unsupervisedimage classification and segmentation,2019, In Proceedings of the IEEE International Conference onComputer Vision
 The hungarian method for the assignment problem,1955, Naval research logisticsquarterly
 Fast AutoAugment,2019, InAdvances in Neural Information Processing Systems
 Self-organization in a perceptual network,1988, Computer
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS Workshop on Deep Learningand Unsupervised Feature Learning
 On mutualinformation maximization for representation learning,2019, arXiv preprint arXiv:1907
 Representation learning with contrastive predic-tive coding,2018, arXiv preprint arXiv:1807
 Deepcomprehensive correlation mining for image clustering,2019, In International Conference on ComputerVision
 Joint unsupervised learning of deep representationsand image clusters,2016, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
