title,year,conference
  Emergent tool use from multi-agent autocurricula,2020,  In International Conference onLearning Representations
 Deep coordination graphs,2020, In InternationalConference on Machine Learning
  An overview of recent progress in thestudy of distributed multi-agent coordination,2012, IEEE Transactions on Industrial informatics
  The representationalcapacity of action-value networks for multi-agent reinforcement learning,2019, In Proceedings of the18th International Conference on Autonomous Agents and MultiAgent Systems
 Information-theoretic considerations in batch reinforcement learning,2019, InInternational Conference on Machine Learning
 Tarmac: Targeted multi-agent communication,2019, In International Conference on MachineLearning
 Challenges of real-world reinforcementlearning,2019, arXiv preprint arXiv:1904
 Error propagation for approximatepolicy and value iteration,2010, In Advances in Neural Information Processing Systems
 Learning tocommunicate with deep multi-agent reinforcement learning,2016, In Advances in Neural InformationProcessing Systems
 Diagnosing bottlenecks in deep q-learningalgorithms,2019, In International Conference on Machine Learning
 Off-policy deep reinforcement learning withoutexploration,2019, In International Conference on Machine Learning
 Guided deep reinforcement learningfor swarm systems,2017, arXiv preprint arXiv:1709
  Multi-agent reinforcement learning as a rehearsal fordecentralized planning,2016, Neurocomputing
  Maven:  Multi-agentvariational exploration,2019, In Advances in Neural Information Processing Systems
 Human-level controlthrough deep reinforcement learning,2015, Nature
  On the reciprocal of the general algebraic matrix,1920,  Bulletin of the AmericanMathematical Society
 Credit assignment for collective multiagentrl with global rewards,2018, In Advances in Neural Information Processing Systems
   Qmix:  Monotonic  value  function  factorisation  for  deep  multi-agentreinforcement learning,2018, In International Conference on Machine Learning
  Thestarcraft multi-agent challenge,2019, In Proceedings of the 18th International Conference on AutonomousAgents and MultiAgent Systems
 Non-asymptotic gap-dependent regret bounds for tabularmdps,2019, In Advances in Neural Information Processing Systems
 Qtran: Learning tofactorize with transformation for cooperative multi-agent reinforcement learning,2019, In InternationalConference on Machine Learning
 Value-decompositionnetworks for cooperative multi-agent learning based on team reward,2018, In Proceedings of the 17thInternational Conference on Autonomous Agents and MultiAgent Systems
 Reinforcement learning: An introduction,2018, MIT press
  Qplex:  Duplex duelingmulti-agent q-learning,2020, arXiv preprint arXiv:2008
 Multi-agent reinforcement learningwith emergent roles,2020, In International Conference on Machine Learning
 Learning nearly decomposablevalue  functions  via  communication  minimization,2020,   In  International  Conference  on  LearningRepresentations
 Off-policy multi-agentdecomposed policy gradients,2020, arXiv preprint arXiv:2007
 An analysis of cooperative coevolutionary algorithms,2003, PhD thesis
   Optimal payoff functions for members of collectives,2002,   InModeling Complexity in Economic and Social Systems
 Mopo: Model-based offline policy optimization,2020, In Advances in Neural InformationProcessing Systems
  Assume the empirical Bellman operator    LVD is a γ-contraction,2005,  For any MMDPs
