title,year,conference
 Using inaccurate models in reinforcementlearning,2006, In ICML ’06
 Autonomous helicopter control using reinforcement learn-ing policy search methods,2001, Proceedings 2001 ICRA
 The Animal-AI Environment: Training and testing animal-like artificial cogni-tion,2019, ArXiv
 Weight uncertainty inneural networks,2015, ArXiv
 Model-free episodic control,2016, ArXiv
 Sample-efficient reinforcement learning with stochastic ensemble value expansion,2018, In NeurIPS
 What makes us tick? functional and neural mechanisms ofinterval timing,2005, Nature Reviews Neuroscience
 Model-augmented actor-critic: Backpropagating throughpaths,2020, ArXiv
 The Animal-AI testbed and competition,2020, volume 123 of Proceedings of MachineLearning Research
 Pilco: A model-based and data-efficient approachto policy search,2011, In ICML
 Learn-ing and policy search in stochastic dynamical systems with bayesian neural networks,2017, ArXiv
 Interval timing indeep reinforcement learning agents,2019, ArXiv
 Model-based value expansion for efficient model-free reinforcement learning,2018, 2018
 Deep active inference agentsusing monte-carlo methods,2020, Accepted to NeurIPS
 A predictive processing model of episodic memory and time perception,2020, bioRxiv
 A free energy principle for a particular physics,2019, arXiv: Neurons and Cognition
 Active inference and epistemic value,2015, Cognitive Neuroscience
 Activeinference: A process theory,2017, Neural Computation
 Active inference: A process theory,2017, Neural Computation
 Deep temporalmodels and active inference,2017, Neuroscience and Biobehavioral Reviews
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,2016, In ICML
 Reinforcement learning and episodic memory in hu-mans and animals: An integrative framework,2017, Annual Review of Psychology
 Neural turing machines,2014, ArXiv
 Hybrid computing using aneural network with dynamic external memory,2016, Nature
 Recurrent world models facilitate policy evolution,2018, InNeurIPS
 Analogues of mental simulation and imagination in deep learning,2019, CurrentOpinion in Behavioral Sciences
 Fastdeep reinforcement learning using online adjustments from the past,2018, In NeurIPS
 Patients withhippocampal amnesia cannot imagine new experiences,2007, Proceedings of the National Academy ofSciences 
 Towards a unified theory of animal event timing,2003, 2003
 Long short-term memory,1997, Neural Computation
 Positive rewardPrediction errors strengthen incidental memory encoding,2018, bioRxiv
 Learning what to remember:Long-term ePisodic memory networks for learning from streaming data,2018, ArXiv
 Model-based reinforcement learning for atari,2020, ArXiv
 Uncertainty-driven imagination for continuous deeP rein-forcement learning,2017, In CoRL
 Schema networks: Zero-shottransfer with a generative causal model of intuitive Physics,2017, ArXiv
 Learning dynamics model in reinforcement learning by incorPorating the longterm future,2019, ArXiv
 OPtimal control with learned local models:APPlication to dexterous maniPulation,2016, 2016 IEEE International Conference on Robotics andAutomation (ICRA)
 Model-ensembletrust-region Policy oPtimization,2018, ArXiv
 Hippocampal contributions to control: The third way,2007, In NIPS
 Learning neural network policies with guided policy search underunknown dynamics,2014, In NIPS
 Learning neural network policies with guided policy search underunknown dynamics,2014, In NIPS
 End-to-end training of deep visuo-motor policies,2016, J
 Improving pilco with bayesian neural networkdynamics models,2016, 2016
 Deep active inference as variational policy gradients,2019, ArXiv
 Prediction and control with temporal segmentmodels,2017, ArXiv
 Human-level control through deep reinforcementlearning,2015, Nature
 Neural network dy-namics for model-based deep reinforcement learning with model-free fine-tuning,2018, 2018 IEEEInternational Conference on Robotics and Automation (ICRA)
 Neural episodic control,2017, ArXiv
 Active inference: demystified and compared,2019, arXiv:Artificial Intelligence
 Remembering the past to imaginethe future: the prospective brain,2007, Nature Reviews Neuroscience
 Accumulation ofsalient perceptual events predicts subjective time,2020, bioRxiv
 Mastering the game ofgo without human knowledge,2017, Nature
 Scaling activeinference,2019, ArXiv
 Episodic and semantic memory,1972, 1972
 Deep active inference,2018, Biological Cybernetics
 Embed tocontrol: A locally linear latent dynamics model for control from raw images,2015, In NIPS
 Episodic reinforcementlearning with associative memory,2020, In ICLR
 Bayesian policyselection using active inference,2019, ArXiv
