title,year,conference
 Infogan:Interpretable representation learning by information maximizing generative adversarial nets,2016, InProceedings of the International Conference on Neural Information Processing Systems (NIPS)
 Deep unsupervised clustering with gaussian mixture varia-tional autoencoders,2016, arXiv preprint arXiv:1611
 Clustering-drivendeep embedding with pairwise constraints,2019, IEEE Computer Graphics and Applications
 Deepclustering via joint convolutional autoencoder embedding and relative entropy minimization,2017, InProceedings of the IEEE International Conference on Computer Vision (ICCV)
 Visual cluster analysis in supportof clinical decision intelligence,2011, In AMIA Proceedings of the Annual Symposium on AmericanMedical Informatics Association (AMIA)
 Deep residual learning for image recog-nition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition (ICCV)
 Learningdiscrete representations via information maximizing self-augmented training,2017, In Proceedings ofthe International Conference on Machine Learning (ICML)
 Variationaldeep embedding: An unsupervised and generative approach to clustering,2016, arXiv preprintarXiv:1611
 Robust clustering with applications incomputer vision,1991, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Auto-encoding variational Bayes,2014, In International Conferenceon Learning Representations (ICLR)
 The hungarian method for the assignment problem,1955, Naval Research LogisticsQuarterly
 A survey of clusteringwith deep learning: From the perspective of network architecture,2018, IEEE Access
 Borderflow: A local graph clustering algo-rithm for natural language processing,2009, In International Conference on Intelligent Text Processingand Computational Linguistics
 K-autoencodersdeep clustering,2020, In IEEE International Conference on Acoustics
 Unsupervised and semi-supervised learning with categorical generativeadversarial networks,2015, arXiv preprint arXiv: 1511
 Towards K-means-friendly spaces:Simultaneous deep learning and clustering,2017, In International Conference on Machine Learning(ICML)
 Joint unsupervised learning of deep representationsand image clusters,2016, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition (CVPR)
 Deep clustering by gaussian mix-ture variational autoencoders with graph embedding,2019, In Proceedings of the IEEE InternationalConference on Computer Vision (ICCV)
