title,year,conference
 Learning representa-tions and generative models for 3d point clouds,2018, In International Conference on machine learning
 Tree-to-tree neural networks for program translation,2018, InAdvances in neural information Processing systems
 Neural turtle graphics for modeling city road layouts,2019, InProceedingS of the IEEE International Conference on ComPUter ViSion
 Proceduralization of buildings at city scale,2014, In2014 2nd InternatiOnal COnference on 3D ViSion
 Multiresolution tree networks for 3d point cloudprocessing,2018, In PrOceedingS of the EurOPean COnference on COmPUter ViSiOn (ECCV)
 Learning task-dependent distributed representations bybackpropagation through structure,1996, In PrOceedingS of IntematiOnal COnference on NeUralNetWOrkS (ICNN’96)
 Apapier-mache approach to learning 3d surface generation,2018, In PrOceedingS of the IEEE conferenceon computer vision and Pattern recognition
 Inverse procedural modeling of branching structures by inferring l-systems,2020, ACMTranSactiOnS on GraPhicS (TOG)
 A neural representation of sketch drawings,1967, arXiv PrePrintarXiv:1704
 Escape from cells: Deep kd-networks for the recognition of3d point cloud models,2017, In PrOceedingS of the IEEE International COnference on COmPUter ViSion
 Polygen: An autoregressivegenerative model of 3d meshes,2020, arXiv PrePrint arXiv:2002
 House-gan:Relational generative adversarial networks for graph-constrained house layout generation,2020, arXivPrePrint arXiv:2003
 In-teractive sketching of urban procedural models,2016, ACM TranSactiOnS on GraPhicS (TOG)
 Pointnet: Deep learning on point setsfor 3d classification and segmentation,2017, In Proceedings of the IEEE Conference on CompUter visionand Pattem recognition
 NeUrally-gUided procedU-ral models: Amortized inference for procedUral graphics programs Using neUral networks,2016, InAdvanCeS in neural information ProCeSSing systems
 Tree-cnn: a hierarchical deep convolUtionalneural network for incremental learning,2020, NeUral Networks
 Improved semantic representationsfrom tree-structured long short-term memory networks,2015, arXiv PrePrint arXiv:1503
 Foldingnet: Point cloud auto-encoder viadeep grid deformation,2018, In PrOCeedingS of the IEEE COnferenCe on COmPUter ViSiOn and PatternRecognition
 Urban pattern: Layout design byhierarchical domain splitting,2013, ACM TranSaCtiOnS on GraPhiCS (TOG)
