title,year,conference
 The logic of quantum mechanics,1936, Annals of mathematics
 In Christopher J,2013, C
 Uniker: A unified framework for com-bining embedding and horn rules for knowledge graph inference,2020, 2020
 Convolutional 2dknowledge graph embeddings,2018, In Sheila A
 Fast rule mining inontological knowledge bases with AMIE+,2015, VLDB J
 Jointly embedding knowledge graphsand logical rules,2016, In Jian Su
 Knowledge graph embedding withiterative guidance from soft rules,2018, In Sheila A
 Locally adaptive trans-lation for knowledge graph embedding,2016, In Dale Schuurmans and Michael P
 YAGO3: A knowledge base frommultilingual wikipedias,2015, In CIDR 2015
 Fine-grained evaluation of rule- and embedding-based systems for knowl-edge graph completion,2018, In Denny Vrandecic
 Rein-forced anytime bottom up rule learning for knowledge graph completion,2020, CoRR
 Distributedrepresentations of words and phrases and their compositionality,2013, In Christopher J
 Inverse entailment and progol,1995, New generation comPuting
 Probabilistic logic neural networks for reasoning,2019, In Hanna M
 Learning logical definitions from relations,1990, Machine learning
 Observed versus latent features for knowledge base and textinference,2015, In Proceedings of the 3rd Workshop on Continuous Vector Space Models and theirCompositionality
 Probabilistic logic graph attention networksfor reasoning,2020, In Amal El Fallah Seghrouchni
 ADRL: an attention-based deep reinforcement learningframework for knowledge graph reasoning,2020, Knowl
 Knowledge graph embedding by trans-lating on hyperplanes,2014, In Carla E
 Differentiable learning of logical rules for knowl-edge base reasoning,2017, In Isabelle Guyon
 Iteratively learning embeddings and rules for knowledge graph reasoning,2019, In11Under review as a conference paper at ICLR 2021Ling Liu
