title,year,conference
 Reverse engineering the neural networks for ruleextraction in classification problems,2012, Neural Processing Letters
 Bagging predictors,1996, Machine Learning
 Classification andregression trees,1984, Monterey
 Multivariate decision trees,1076, Machine Learning
 Explainable artificial intelligence: A survey,2018, In 2018 41stInternational Convention on Information and Communication Technology
 A comparative analysis of methods for pruningdecision trees,1997, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Comprehensible classification models: A position paper,1931, SIGKDD Explor
 Cascade generalization,2000, Machine Learning
 An exploratory study of the pull-basedsoftware development model,2014, ICSE 2014
 Quantification method of classifi-cation processes: Concept of structural a-entropy,1967, Kybernetika
 Smt-based false posi-tive elimination in static program analysis,2012, In International Conference on Formal EngineeringMethods
 Oblique decision trees from derivatives of relu networks,2020, In8th International Conference on Learning Representations
 A system for induction of oblique decisiontrees,1076, J
 ” why should i trust you?” explaining thepredictions of any classifier,2016, In Proceedings of the 22nd ACM SIGKDD international conferenceon knowledge discovery and data mining
 Seeing the forest through the trees: Learning a compre-hensible model from an ensemble,2007, In Joost N
 Constrained cascade generalization of decision trees,2004, IEEE Transactionson Knowledge and Data Engineering
