title,year,conference
 A Convergence Theory for Deep Learning viaOver-Parameterization,2019, In International Conference on Machine Learning
 BERT: pre-training of deepbidirectional transformers for language understanding,2018, CoRR
 Multi-task self-supervised visual learning,2017, CoRR
 Unsupervised visual representation learning bycontext prediction,2015, CoRR
 Discrimi-native unsupervised feature learning with convolutional neural networks,2014, CoRR
 Unsupervised representation learning bypredicting image rotations,2018, CoRR
 MNIST handwritten digit database,2010, 2010
 An efficient framework for learning sentence representa-tions,2018, In International Conference on Learning Representations
 Randomized Algorithms,1995, Cambridge University Press
 Very deep convolutional networks for large-scale imagerecognition,2015, In International Conference on Learning Representations
 Learning video representationsusing contrastive bidirectional transformer,2019, arXiv preprint arXiv:1906
 Representation learning With contrastive predic-tive coding,2020, CoRR
 Colorful image colorization,2016,	CoRR
