title,year,conference
 Outlier analysis,2015, In Data mining
 Fast outlier detection in high dimensional spaces,2002, In Europeanconference on principles of data mining and knowledge discovery
 A general and adaptive robust loss function,2019, In CVPR
 Mixture density networks,1994, 1994
 Lof: identifying density-based local outliers,2000, In Proceedings of the 2000 ACM SIGMOD international conference onManagement of data
 Deterministic edge-preserving regularization in computed imaging,1997, IEEE Transactions on image processing
 Improving deep neural networks for lvcsrusing rectified linear units and dropout,2013, In ICASSP
 Imagenet: A large-scalehierarchical image database,2009, In CVPR
 Least angle regression,2004, TheAnnals of statistics
 Bayesian image analysis: An application to single photon emissiontomography,1985, Amer
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In AISTATS
 On calibration of modern neuralnetworks,2017, In ICML
 Deep residual learning for image recog-nition,2016, In CVPR
 Discovering cluster-based local outliers,2003, PatternRecognition Letters
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Densely connectedconvolutional networks,2017, In CVPR
 Adam: A method for stochastic optimization,2015, In ICLR
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Learning multiple layers of features from tiny images,2009, Technical report
 Accurate uncertainties for deep learn-ing using calibrated regression,2018, In Jennifer Dy and Andreas Krause (eds
 Robust subspace clustering bycauchy loss function,2018, IEEE transactions on neural networks and learning systems
 Copod: copula-based outlierdetection,2020, arXiv preprint arXiv:2009
 Readingdigits in natural images with unsupervised feature learning,2011, 2011
 Estimating the mean and variance of the target probabilitydistribution,1994, In ICNN
 Probabilistic outputs for support vector machines and comparisons to regularizedlikelihood methods,1999, Advances in large margin classifiers
 Efficient algorithms for mining outliersfrom large data sets,2000, In Proceedings of the 2000 ACM SIGMOD international conference onManagement of data
 Odds library,2016, Stony Brook
 A fast algorithm for the minimum covariance deter-minant estimator,1999, Technometrics
 Data parameters: A new family of parametersfor learning a differentiable curriculum,2019, In NeurIPS
 A novel anomaly de-tection scheme based on principal component classifier,2003, Technical report
 A rank-invariant method of linear and polynomial regression analysis,1992, In Henri Theil’scontributions to economics and econometrics
 Obtaining calibrated probability estimates from decision treesand naive bayesian classifiers,2001, In ICML
