title,year,conference
 Unifying count-basedexploration and intrinsic motivation,2016, In Advances in Neural Information Processing Systems
 Exploration by random network distillation,2018, InInternational Conference on Learning Representations
 Imagenet: a large-scale hierarchicalimage database,2009, In 2009 IEEE conference on Computer Vision and Pattern Recognition
 Dora the explorer: directed outreaching reinforcementaction-selection,2018, In International Conference on Learning Representations
 Regret bounds for gaussianprocess bandit problems,2010, In Proceedings of the Thirteenth International Conference on ArtificialIntelligence and Statistics
 Imagenet classification with deep convolutional neuralnetworks,2012, In Advances in Neural Information Processing Systems
 Human-level control through deep rein-forcement learning,2015, Nature
 Deep exploration via bootstrapped dqn,2016, InAdvances in Neural Information Processing Systems
 Proximal policy optimizationalgorithms,2017, arXiv preprint arXiv:1707
 Gaussian process optimization in the banditsetting: no regret and experimental design,2010, In Proceedings of the 27th International Conference onMachine Learning
 Incentivizing exploration in reinforcement learning with deeppredictive models,2015, arXiv preprint arXiv:1507
 Adaptive ε-greedy exploration in reinforcement learning based on value differences,2010, InAnnual Conference on Artificial Intelligence
 Ensemble of feature sets and classification algorithms for sentimentclassification,2011, Information Sciences
