title,year,conference
 A Note on the Inception Score,2018, 2018
 Pros and cons of GAN evaluation measures,1090, Computer Vision and Image Understanding
 PixelSNAIL: An improved au-toregressive generative model,2018, 35th International Conference on Machine Learning
 Probabilistic Semantic Inpainting with Pixel ConstrainedCNNs,2018, 89
 Im-proved training of wasserstein GANs,2017, In I Guyon
 Neural styletransfer: A review,2019, IEEE transactions on visualization and computer graphics
 Perceptual losses for real-time style transfer andsuper-resolution,2016, In European conference on computer vision
 A style-based generator architecture for generativeadversarial networks,1063, Proceedings of the IEEE Computer Society Conference on Computer Visionand Pattern Recognition
 Photo-realistic sin-gle image super-resolution using a generative adversarial network,2017, In Proceedings of the IEEEconference on computer vision and pattern recognition
 PixelCNN++: Improving thePixelCnn with discretized logistic mixture likelihood and other modifications,2019, 5th InternationalConference on Learning Representations
 Esrgan: Enhanced super-resolution generative adversarial networks,2018, In Proceedingsofthe European Conference on Computer Vision (ECCV)
 Attentive normalization forconditional image generation,2020, arXiv preprint arXiv:2004
 Image Restoration with Deep Generative Models,1520, ICASSP
 LSUN: Construction ofa Large-scale Image Dataset using Deep Learning with Humans in the Loop,2015, arXiv preprintarXiv:1506
 The unreasonableeffectiveness of deep features as a perceptual metric,2018, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Hype: Human eye perceptual evaluation of generative models,2019, DeepGenerative Models for Highly Structured Data
