title,year,conference
 Synthesizing data structure transformations frominput-output examples,2015, In ACM SIGPLAN Notices
 Differentiable functionalprogram interpreters,2016, arXiv preprint arXiv:1611
 Example-directedsynthesis: a type-theoretic interpretation,2016, ACM SIGPLAN Notices
 Neural turing machines,2014, CoRR
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Neural random-access machines,2016, ERCIMNews
 Adding gradient noise improves learning for very deep networks,2015, arXiv preprintarXiv:1511
 Memory networks,2014, arXiv preprintarXiv:1410
 Learning to execute,2014, CoRR
 Reinforcement learning neural turing machines,2015, CoRR
 Structured memory for neural turing machines,2015, CoRR
