title,year,conference
 The netflix prize,2007, In In KDD Cup and Workshopin conjunction with KDD
 Reducing the dimensionality of data with neuralnetworks,2006, science
 Self-normalizingneural networks,2017, arXiv preprint arXiv:1706
 The bellkor solution to the netflix grand prize,2009, Netflix prize documentation
 Matrix factorization techniques for recommendersystems,2009, Computer
 Deep learning,2015, Nature
 Probabilistic matrix factorization,2008, In Advances in neuralinformation processing systems
 Swish: a self-gated activation function,2017, arXivpreprint arXiv:1710
 Introduction to recommender systems hand-book,2011, In Recommender systems handbook
 Restricted boltzmann machines forcollaborative filtering,2007, In Proceedings of the 24th international conference on Machine learning
 Autorec: Autoencodersmeet collaborative filtering,2015, In Proceedings of the 24th International Conference on World WideWeb
 Collaborative filtering with stacked denoising autoencoders andsparse inputs,2015, In NIPS workshop on machine learning for eCommerce
 Recurrent recom-mender networks,2017, In Proceedings of the Tenth ACM International Conference on Web Searchand Data Mining
 Empirical evaluation of rectified activations inconvolutional network,2015, arXiv preprint arXiv:1505
 A neural autoregressive approachto collaborative filtering,2016, arXiv preprint arXiv:1605
