title,year,conference
 Geometric approximation viacoresets,2005, Combinatorial and computational geometry
 Practical coreset constructions for machinelearning,2017, arXiv preprint arXiv:1703
 New frameworks for offline and streamingcoreset constructions,2016, arXiv preprint arXiv:1612
 Scalable training of mixture models viacoresets,2011, In Advances in neural information processing systems
 Maximum margin coresets for active and noise tolerantlearning,2007, In IJCAI
 Beating sgd: Learning svms in sublinear time,2011, InAdvances in Neural Information Processing Systems
 Coresets for scalable bayesian lo-gistic regression,2016, arXiv preprint arXiv:1605
 Training linear svms in linear time,2006, In Proceedings of the 12th ACM SIGKDDinternational conference on Knowledge discovery and data mining
 Training mixture models atscale via coresets,2017, arXiv preprint arXiv:1703
 Interior-point polynomial algorithms in convex program-ming,1994, SIAM
 Pegasos: Primal estimatedsub-gradient solver for svm,2011, Mathematical programming
