title,year,conference
 A survey of machine learning,2001, A survey for the Pennsylvania Governor’s School for theSciences
 Analysis and extension of arc-cosine kernels for large marginclassification,2011, arXiv preprint arXiv:1112
 Approximation by superpositions of a sigmoidal function,1989, Mathematics of Control
 Learning infinite-layer networks: beyond the kernel trick,2016, arXivpreprint arXiv:1606
 Continuous neural networks,2007, 2007
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Ex-ponential expressivity in deep neural networks through transient chaos,2016, In Advances In NeuralInformation Processing Systems
 Theoretical properties of functional multilayer perceptrons,2002, 2002
 Deep learning in neural networks: An overview,2015, Neural Networks
 Neural network approximation of continuous functionals and continuousfunctions on compactifications,1999, Neural Networks
 Computation with infinite neural networks,1998, Neural Computation
