title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, ICLR
 On the properties ofneural machine translation: Encoder-decoder approaches,2014, arXiv preprint arXiv:1409
 Morphological inflection genera-tion using character sequence to sequence learning,2015, arXiv preprint arXiv:1512
 Towards end-to-end speech recognition with recurrent neuralnetworks,2014, In ICML
 Framewise phoneme classification with bidirectional lstm andother neural network architectures,2005, Neural Networks
 Speech recognition with deep recurrentneural networks,2013, In Acoustics
 Neural machine translation with characters and hierarchical encoding,2016, arXivpreprint arXiv:1610
 Character-aware neural languagemodels,2016, In AAAI
 Adam: A method for stochastic optimization,2014, 3rd InternationalConference for Learning Representations
 Morphological analyzer and generator for russian and ukrainian languages,2015, InInternational Conference on Analysis of Images
 A diversity-promotingobjective function for neural conversation models,2015, In
 Achieving open vocabulary neural machinetranslation with hybrid word-character models,2016, arXiv preprint arXiv:1604
 Effective approaches to attention-basedneural machine translation,2015, EMNLP
 Morphological reinflection with convolutional neural networks,2016, ACL 2016
 A neural conversational model,2015, ICML Deep Learning Workshop
