title,year,conference
 Count-ception: Counting by fully convolu-tional redundant counting,2017, CoRR
 Fast R-CNN,2015, CoRR
 Generative adversarial nets,2014, In Z
 Learning to count objects in images,2010, In Advances inNeural Information Processing Systems
 SSD: single shot multibox detector,2015, CoRR
 Faster R-CNN: towards real-timeobject detection with region proposal networks,2015, CoRR
 Learning to count with deep object features,2015, In 2015 IEEE Conferenceon Computer Vision and Pattern Recognition Workshops (CVPRW)
 UnSUPerviSeddeep object discovery for instance recognition,2017, arXiv preprint arXiv:1709
 Machine translation usingdeep learning: An overview,2017, In 2017 International Conference on Computer
 Unsupervisedobject discovery and co-localization by deep descriptor transforming,2017, CoRR
