title,year,conference
 Learning the Number of Neurons in Deep Networks,2016, InAdvances in Neural Information Processing Systems (NIPS)
 Exploiting Lin-ear Structure Within Convolutional Networks for Efficient Evaluation,2014, In Advances in NeuralInformation Processing Systems (NIPS)
 Sparse Deep Feature Represen-tation for Object Detection from Wearable Cameras,2017, In Proceedings of the British Machine VisionConference (BMVC)
 Convolutional Neural Networks at Constrained Time Cost,2015, In The IEEEConference on Computer Vision and Pattern Recognition (CVPR)
 Delving Deep into Rectifiers: SurpassingHuman-Level Performance on ImageNet Classification,2015, In The IEEE International Conferenceon Computer Vision (ICCV)
 Deep Residual Learning for ImageRecognition,2016, In The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Identity Mappings in Deep ResidualNetworks,2016, In European Conference on Computer Vision (ECCV)
 Densely ConnectedConvolutional Networks,2017, In The IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Train-ing CNNs with Low-Rank Filters for Efficient Image Classification,2016, In International Conferenceon Learning Representations (ICLR)
 Deep Roots: ImprovingCNN Efficiency With Hierarchical Filter Groups,2017, In The IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Speeding up convolutional neural networkswith low rank expansions,2014, In Proceedings of the British Machine Vision Conference
 Caffe: Convolutional Architecture for Fast Feature Embed-ding,2014, In Proceedings of the 22Nd ACM International Conference on Multimedia
 Fast Algorithms for Convolutional Neural Networks,2016, In The IEEEConference on Computer Vision and Pattern Recognition (CVPR)
 Sparse con-volutional neural networks,2015, In IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Learn-ing Efficient Convolutional Networks Through Network Slimming,2017, In The IEEE InternationalConference on Computer Vision (ICCV)
 Simplifying ConvNets for Fast Learning,2012, In ArtificialNeural Networks and Machine Learning (ICANN)
 Explor-ing the Granularity of Sparsity in Convolutional Neural Networks,2017, In The IEEE Conference onComputer Vision and Pattern Recognition (CVPR) Workshops
 Design of Kernels in Convolutional Neural Networksfor Image Classification,2016, In European Conference on Computer Vision (ECCV)
 Going deeper with convolutions,2015, In 2015 IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Rethinkingthe inception architecture for computer vision,2016, In IEEE Conference on Computer Vision andPattern Recognition (CVPR)
 Learning Structured Sparsity inDeep Neural Networks,2016, In Advances in Neural Information Processing Systems (NIPS)
 Coordinating Filtersfor Faster Deep Neural Networks,2017, In The IEEE International Conference on Computer Vision(ICCV)
 Wide Residual Networks,2016, In Proceedings of the BritishMachine Vision Conference (BMVC)
 Interleaved Group Convolutions,2017, In TheIEEE International Conference on Computer Vision (ICCV)
 Efficient and AccurateApproximations of Nonlinear Convolutional Networks,2015, In IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Less is more: Towards compact cnns,2016, In EuropeanConference on Computer Vision (ECCV)
