title,year,conference
 Time-series ClUstering-a decadereview,2015, Information Systems
 Temporal data mining: An overview,2001, In KDD workshopon temporal data mining
 A complexity-invariant distancemeasUre for time series,2011, In Proceedings of the 2011 SIAM International Conference on DataMining
 Using dynamic time warping to find patterns in time series,1994, InKDD workshop
 An introdUction to roc analysis,2006, Pattern recognition letters
 Multivariate analysis in vector time series,2000, Resenhas doInstituto de Matematica e Estatistica da Universidade de Sao Paulo
 A fast learning algorithm for deep beliefnets,2006, Neural Computation
 Locally adaptivedimensionality reduction for indexing large time series databases,2001, ACM Sigmod Record
 Deep learning,2015, Nature
 k-shape: Efficient and accurate clustering of time series,2015, InProceedings of the 2015 ACM SIGMOD International Conference on Management of Data
 Isee observations of flux transfer events at the dayside mag-netopause,1979, Geophysical Research Letters
 Deep learning in neural networks: An overview,2015, Neural networks
 Bootstrap: a statistical method,2008, 2008
 Towards k-means-friendly spaces:Simultaneous deep learning and clustering,2016, arXiv preprint arXiv:1610
