title,year,conference
 One-class support vector machine for sentiment analysis of movie review doc-uments,2015, World Academy of Science
 Counter-example generation-basedone-class classification,2007, In ECML
 Coolcat: an entropy-based algorithm for categorical clus-tering,2002, In Proceedings of the eleventh international conference on Information and knowledgemanagement
 A probabilistic framework for semi-supervised clustering,2004, In Proceedings of the tenth ACM SIGKDD international conference onKnowledge discovery and data mining
 Mining distance-based outliers in near linear time withrandomization and a simple pruning rule,2003, In Proceedings of the ninth ACM SIGKDD internationalconference on Knowledge discovery and data mining
 Non-local manifold parzen windows,2006, InAdvances in neural information processing systems
 Pattern recognition and machine learning,2006, springer
 Lof: identifying density-based local outliers,2000, In ACM sigmod record
 Using artificial anomalies todetect unknown and known network intrusions,2004, Knowledge and Information Systems
 Discovering cluster-based local outliers,2003, PatternRecognition Letters
 One-class classification by combining den-sity and class probability estimation,2008, In Joint European Conference on Machine Learning andKnowledge Discovery in Databases
 A survey of outlier detection methodologies,2004, Artificial intelligencereview
 Concept-learning in the absence of counter-examples: an autoassociation-based approach to classification,1999, PhD thesis
 Learning multiple layers of features from tiny images,2009, Technical report
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Deep learning,2015, Nature
 Novelty detection: a reviewpart 2:: neural network basedapproaches,2003, Signal processing
 One-class classifier networks for targetrecognition applications,1993, Technical report
 Semi-supervised learning with generative adversarial networks,2016, arXiv preprintarXiv:1606
 A review of noveltydetection,2014, Signal Processing
 Outliers in statistical pattern recognition and an applicationto automatic chromosome classification,1997, Pattern Recognition Letters
 Learning representations by back-propagating errors,1988, Cognitive modeling
 Unsupervised anomaly detection with generative adversarial networks to guide markerdiscovery,2017, In International Conference on Information Processing in Medical Imaging
 Unsupervised and semi-supervised learning with categorical generativeadversarial networks,2015, arXiv preprint arXiv:1511
 Support vector domain description,1999, Pattern recognition letters
 Feature extraction for one-class classification,2003, Lecturenotes in computer science
 Manifold parzen windows,2003, In Advances in neural informationprocessing systems
 Random sampling with a reservoir,1985, ACM Transactions on Mathematical Software(TOMS)
