title,year,conference
 Goal-based action priors,2015, In ICAPS
 Learning to pokeby poking: Experiential learning of intuitive physics,2016, In D
 Modular multitask reinforcement learning withpolicy sketches,2017, In ICML
 Hindsight experience replay,2017, CoRR
 Model-free episodic control,2016, CoRR
 Stochastic dynamic programming withfactored representations,2000, Artif
 Pro-grammable agents,2017, CoRR
 Hierarchical reinforcement learning with the maxq value function decompo-sition,1076, J
 An object-oriented representation for efficientreinforcement learning,2008, In ICML
 Discovering localized attributesfor fine-grained recognition,2012, In IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Efficient solution algo-rithms for factored mdps,2003, J
 Using task features for zero-shot knowledgetransfer in lifelong learning,2016, In IJCAI
 A laplacian framework for optiondiscovery in reinforcement learning,2017, In ICML
 Asynchronous methods for deep reinforcementlearning,2016, In International Conference on Machine Learning
 Zero-shot task generalizationwith multi-task deep reinforcement learning,2017, In ICML
 Relative attributes,2011, In Computer Vision (ICCV)
 Neural episodic control,2017, In Proceedingsof the 34th International Conference on Machine Learning
 NeUral programmer-interpreters,2015, CoRR
 Universal ValUe FUnction Approxi-mators,2015, In International Conference on Machine Learning (ICML)
 Mastering the game ofGo withdeep neUral networks and tree search,2016, Nature
 Maze-base: A sandbox for learning from games,2015, arXiv preprint arXiv:1511
 Horde: a scalable real-time architectUre for learning knowledge from UnsU-pervised sensorimotor interaction,2011, In AAMAS
 A deep hierar-chical approach to lifelong learning in minecraft,2017, In AAAI
 Hybrid reward architecture for reinforcement learning,2017, CoRR
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, In Machine Learning
 Panda:Pose aligned networks for deep attribute modeling,2014, In The IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
