title,year,conference
 Diffusion-convolutional neural networks,2016, arXiv:1511
 Learning shape correspondence withanisotropic convolutional neural networks,2016, In Proc
 Geometric deep learning:going beyond euclidean data,2016, arXiv:1611
 Spectral networks and locally connected networkson graphs,2013, Proc
 Exact matrix completion via convex optimization,2012, Comm
 Selecting Receptive Fields in Deep Networks,2011, In Proc
 Convolutional neural networks on graphs with fastlocalized spectral filtering,2016, In Proc
 Weighted graph cuts without eigenvectors amultilevel approach,2007, Trans
 A generalization of convolutional neuralnetworks to graph-structured data,2017, arXiv:1704
 Provable inductive matrix completion,2013, arXiv:1306
 Adam: A method for stochastic optimization,2014, arXiv:1412
 Distance metric learning using graph convolutional networks: Application to functionalbrain networks,2017, arXiv:1703
 Gradient-based learning applied to documentrecognition,1998, Proc
 Geodesic convolutional neuralnetworks on Riemannian manifolds,2015, In Proc
 MovieLens unplugged: experiences with an occasionally connected recommendersystem,2003, In Proc
 Geometric deeplearning on graphs and manifolds using mixture model CNNs,2017, In Proc
 Geometric matrix completion withrecurrent multi-graph neural networks,2017, Proc
 Collaborative filtering with graph information:Consistency and scalable methods,2015, In Proc
 The graph neural networkmodel,2009, IEEE Trans
 Collective classification innetwork data,2008, AI Magazine
 The emerging field ofsignal processing on graphs: Extending high-dimensional data analysis to networks and otherirregular domains,2013, IEEE Sig
 Speedup matrix completion with side information: Application tomulti-label learning,2013, In Proc
