title,year,conference
 Tensorflow: Large-scale machinelearning on heterogeneous distributed systems,2016, arXiv preprint arXiv:1603
 Is disaggregation the holy grailof energy efficiency? the case of electricity,2013, Energy Policy
 Denoising autoencoders for non-intrusive load monitoring: improvements andcomparative evaluation,2018, Energy and Buildings
 Monitoring activities of daily living in smart homes: Understanding humanbehavior,2016, IEEE Signal Processing Magazine
 Factorial hidden markov models,1996, In Advances in NeuralInformation Processing Systems
 Enabling identifi-cation and behavioral sensing in homes using radio reflections,2019, In Proceedings of the 2019 CHIConference on Human Factors in Computing Systems
 A tree-structured neural networkmodel for household energy breakdown,2019, In The World Wide Web Conference
 Wideo: fine-grained device-freemotion tracing using rf backscatter,2015, In 12th USENIX Symposium on Networked Systems Designand Implementation (NSDI 15)
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Approximate inference in additive factorial hmms with applicationto energy disaggregation,2012, In Artificial intelligence and statistics
 Energy disaggregation via discriminative sparsecoding,2010, In Advances in Neural Information Processing Systems
 Dynamic-music:accurate device-free indoor localization,2016, In Proceedings of the 2016 ACM International JointConference on Pervasive and Ubiquitous Computing
 Audio-visual scene analysis with self-supervised multisensoryfeatures,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
 Visually indicated sounds,2016, In Proceedings of the IEEE conference on computer visionand pattern recognition
 An unsupervised training methodfor non-intrusive appliance load monitoring,2014, Artificial Intelligence
 Understanding andmodeling of wifi signal based human activity recognition,2015, In Proceedings of the 21st annualinternational conference on mobile computing and networking
 E-eyes: device-freelocation-oriented activity identification using fine-grained wifi signatures,2014, In Proceedings of the20th annual international conference on Mobile computing and networking
 Split-brain autoencoders: Unsupervised learningby cross-channel prediction,2017, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 On a training-less solution for non-intrusiveappliance load monitoring using graph signal processing,2016, IEEE Access
 The sound of pixels,2018, In Proceedings of the European Conference on Computer Vision(ECCV)
 The sound of motions,2019, In Proceedingsof the IEEE International Conference on Computer Vision
 Learning sleepstages from radio signals: A conditional adversarial architecture,2017, In International Conference onMachine Learning
 Understanding household energy consumption behavior: The con-tribution of energy big data analytics,2016, Renewable and Sustainable Energy Reviews
 Electric energy management in the smarthome: Perspectives on enabling technologies and consumer behavior,2013, Proceedings of the IEEE
