title,year,conference
 Suggesting accurate methodand class names,2015, In Proceedings of the 2015 10th Joint Meeting on Foundations of SoftwareEngineering
 A survey of machinelearning for big code and naturalness,2018, ACM Comput
 Learning to represent programswith graphs,2018, In International Conference on Learning Representations
 code2vec: Learning distributed repre-sentations of code,2018, CoRR
 code2seq: Generating sequences from struc-tured representations of code,2019, In 7th International Conference on Learning Representations
 Learning python codesuggestion with a sparse pointer network,2016, arXiv preprint arXiv:1611
 Learning phrase representations using rnn encoder-decoderfor statistical machine translation,2014, arXiv preprint arXiv:1406
 Automatic software repair: A survey,2019, IEEETrans
 Deep learning typeinference,2018, In PrOceedings Of the 2018 26th ACM JOint Meeting On EurOpean SOftware EngineeringCOnference and SympOsium On the FOundatiOns Of SOftware Engineering
 On the natural-ness of software,2012, In PrOceedings Of the 34th InternatiOnal COnference On SOftware Engineering
 Automatic software repair: A bibliography,0360, ACM COmput
 Neuro-symbolic program synthesis,2016, CORR
 Self-attention with relative position representa-tions,2018, arXiv preprint arXiv:1803
 Neural programrepair by jointly learning to localize and repair,2019, arXiv preprint arXiv:1904
 Attention is all you need,2017, In Advances in neural informationprOcessing systems
 Tensor2tensor for neural machine translation,2018, In Proceedingsof the 13th Conference of the Association for Machine Translation in the Americas
 Dynamic neural program embeddings for programrepair,2018, In 6th International Conference on Learning Representations
 Towarddeep learning software repositories,2015, In Proceedings of the 12th Working Conference on MiningSoftware Repositories
