title,year,conference
 Ranking via sinkhorn propagation,2011, CoRR
 Recent advances in the solution of quadratic assignment problems,2003, MathematicalProgramming
 Message-passing algorithms for sparse networkalignment,2013, ACM Transactions on Knowledge Discovery from Data
 A family of tractable graph distances,2018, In SDM
 Enriching word vectors with subword informa-tion,2017, Transactions of the Association for Computational Linguistics
 Graph edit distance as aquadratic assignment problem,2017, Pattern Recognition Letters
 Geometric deep learning:Going beyond euclidean data,2017, In Signal Processing Magazine
 A graph distance metric based on the maximal common subgraph,1998, PatternRecognition Letters
 Learning graph matching,2009, IEEETransactions on Pattern Analysis and Machine Intelligence
 Multi-channel graph neural network for entityalignment,2019, In ACL
 Learning graphs to match,2013, In ICCV
 Universal correspondence network,2016, In NIPS
 Balanced graph matching,2006, In NIPS
 ImageNet: A large-scale hierarchicalimage database,2009, In CVPR
 Deep adversarial network alignment,2019, CoRR
 A probabilistic approach to spectral graph matching,2013, IEEETransactions on Pattern Analysis and Machine Intelligence
 On random graphs I,1959, PubUcationes Mathematicae Debrecen
 SPlineCNN: Fast geometric deep learning withcontinuous B-spline kernels,2018, In CVPR
 Computers and Intractability: A Guide to the Theory of NP-Completeness,1979, W
 Neural message passing forquantum chemistry,2017, In ICML
 Deep sparse rectifier neural networks,2011, In AISTATS
 Graph similarity and approximate isomorphism,2018, InMathematical Foundations of Computer Science
 Node2Vec: Scalable feature learning for networks,2016, In SIGKDD
 Self-supervised learning of denseshape correspondence,2019, In CVPR
 Proposal flow,2016, In CVPR
 Representation learning on graphs: Methods and appli-cations,2017, IEEE Data Engineering Bulletin
 REGAL: Representation learning-based graphalignment,2018, In CIKM
 Batch normalization: Accelerating deep network training by reducinginternal covariate shift,2015, In ICML
 Revisiting Frank-Wolfe: Projection-free sparse convex optimization,2013, In ICML
 On the approximability of the maximum common subgraph problem,1992, In STACS
 Adam: A method for stochastic optimization,2015, In ICLR
 Semi-supervised classification with graph convolutional networks,2017, InICLR
 Computing optimal assignments in lineartime for approximate graph matching,2019, In ICDM
 Word translation without paralleldata,2018, In ICLR
 A spectral technique for correspondence problems using pairwiseconstraints,2005, In ICCV
 An integer projected fixed point method for graphmatching and MAP inference,2009, In NIPS
 New binary linear programmingformulation to compute the graph edit distance,2017, Pattern Recognition
 Graph matching networks for learning thesimilarity of graph structured objects,2019, In ICML
 Deep functional maps:Structured prediction for dense shape correspondence,2017, In ICCV
 Weisfeilerand Leman go neural: Higher-order graph neural networks,2019, In AAAI
 Gromov-Wasserstein averaging of kernel and distance matri-ces,2016, In ICML
 Approximate graph edit distance computation by means of bipartite graphmatching,2009, Image and Vision Computing
 Greedy graph edit distance,2015, In MachineLearning and Data Mining in Pattern Recognition
 Partial functional correspon-dence,2017, Computer Graphics Forum
 SCRAMSAC: Improving RANSAC’s efficiency with a spatialconsistency filter,2009, In ICCV
 Modelingrelational data with graph convolutional networks,2018, In ESWC
 Local grayvalue invariants for image retrieval,1997, IEEE Transactions onPattern Analysis and Machine Intelligence
 Very deep convolutional networks for large-scale image recogni-tion,2014, In ICLR
 Global alignment of multiple protein interaction networks withapplication to functional orthology detection,2008, In National Academy of Sciences
 Video Google: A text retrieval approach to object matching in videos,2003, InICCV
 Bootstrapping entity alignment with knowledge graph embed-ding,2018, In IJCAI
 A study of lagrangeandecompositions and dual ascent solvers for graph matching,2017, In CVPR
 A note on compact graphs,1991, Discrete Applied Mathematics
 Graph attention net-works,2018, In ICLR
 Learning combinatorial embedding networks for deep graph match-ing,2019, In ICCV
 Deep closest point: Learning representations for point cloUd registra-tion,2019, In ICCV
 Cross-lingUal knowledge graph alignment via graph convo-lUtional networks,2018, In EMNLP
 Relation-aware entity alignment for hetero-geneoUs knowledge graphs,2019, In IJCAI
 Scalable Gromov-Wasserstein learning for graph partitioning andmatching,2019, CoRR
 Gromov-wasserstein learning for graph matching and nodeembedding,2019, In ICML
 Representation learning ongraphs with jUmping knowledge networks,2018, In ICML
 A short sUrvey of recent advances in graphmatching,2016, In ICMR
 FINAL: fast attribUted network alignment,2016, In SIGKDD
 MUltiple anonymized social networks alignment,2015, In ICDM
 Graph neUral networks for User identity linkage,2019, CoRR
 Learning representations of sets through optimized Per-mutations,2019, In ICLR
 Deep graphical feature learning for the feature matching problem,2019, In ICCV
 KerGM: Kernelized graph matching,2019, InNeurIPS
 Factorized graph matching,2016, In CVPR
 Unpaired image-to-image translation using cycle-consistent adversarial networks,2017, In ICCV
 Neighborhood-aware attentional representation formultilingual knowledge graphs,2019, In IJCAI
 In these areaslarge networks without any specific structural properties are common and the studied techniquesare non-exact,2016, In graph matching
 Specific message passing schedules andupdate mechanisms leading to state-of-the-art performance in graph matching tasks have been iden-tified experimentally,2019, Recently
