title,year,conference
 Threat of adversarial attacks on deep learning in computer vision:A survey,2018, IEEEAccess
 Adversarial examples are not easily detected: Bypassing tendetection methods,2017, In Proceedings of the 10th ACM Workshop on Artificial Intelligence andSecurity
 ToWards evaluating the robustness of neural netWorks,2017, InIEEE Symposium on Security and Privacy
 NICE: non-linear independent componentsestimation,2015, In International Conference on Learning Representations (ICLR)
 Density estimation using real NVP,2017, InInternational Conference on Learning Representations
 Darccc: Detecting adversaries by reconstructionfrom class conditional capsules,2018, arXiv preprint arXiv:1811
 Resisting adversarial attacks using gaussianmixture variational autoencoders,2019, In Conference on Artificial Intelligence (AAAI)
 Flow-gan: Combining maximum likelihood andadversarial learning in generative models,2018, In Conference on Artificial Intelligence (AAAI)
 Excessive invariancecauses adversarial vulnerability,2019, In International Conference on Learning Representations
 i-revnet: Deep invertiblenetworks,2018, International Conference on Learning Representations (ICLR)
 Glow: Generative flow with invertible 1x1 convolutions,2018, InAdvances in Neural Information Processing Systems
 Semi-supervisedlearning with deep generative models,2014, In Advances in neural information processing systems(NIPS)
 Masked autoregressive flow for densityestimation,2017, In Advances in Neural Information Processing Systems
 Variational inference with normalizing flows,2015, In InternationalConference on Machine Learning (ICML)
 The elephant in the room,2018, CoRR
 Pixelcnn++: A pixelcnnimplementation with discretized logistic mixture likelihood and other modifications,2017, In ICLR
 Pixelcnn++: Improving thepixelcnn with discretized logistic mixture likelihood and other modifications,2017, arXiv preprintarXiv:1701
 Pixeldefend: Lever-aging generative models to understand and defend against adversarial examples,2018, In InternationalConference on Learning Representations (ICLR)
 Conditionalimage generation with pixelcnn decoders,2016, In Advances in Neural Information Processing Systems
