title,year,conference
 Layer normalization,2016, arXiv preprintarXiv:1607
 Deep equilibrium models,2019, In Neural InformationProcessing Systems (NeurIPS)
 Matrix capsules with em routing,2018, 2018
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Stacked capsule autoen-coders,2019, arXiv preprint arXiv:1906
 Learning multiple layers of features from tiny images,2009, Technical report
 Gradient-based learning appliedto document recognition,1998, Proceedings of the IEEE
 Neural network encap-sulation,2018, In Proceedings of the European Conference on Computer Vision (ECCV)
 Dense and diversecapsule networks: Making the capsules learn better,2018, arXiv preprint arXiv:1805
 Deepcaps: Going deeper with capsule networks,2019, In Proceedingsofthe IEEE Conference on Computer Vision and Pattern Recognition
 Attention is all you need,2017, In Advances in neural informationprocessing systems
