title,year,conference
 Understand-ing Patch-Based Learning by Explaining Predictions,2018, jun 2018
 ”Whatis relevant in a text document?”: An interpretable machine learning approach,2017, PLoS ONE
 On pixel-wise explanations for non-linear classifier decisions by layer-wise relevance propagation,2015, PLoS ONE
 Prey Capture Behavior Evokedby Simple Visual Stimuli in Larval Zebrafish,2011, Frontiers in Systems Neuroscience
 Prey capture by larvalzebrafish: Evidence for fine axial motor control,2002, Brain
 The OpenCV Library,2000, Dr
 High Accuracy Optical FlowEstimation Based on a Theory for Warping,2004, pp
 Return of the Devil inthe Details: Delving Deep into Convolutional Nets,2014, 2014
 Python and HDF5,2013, O’Reilly
 Improving neural networks by preventing co-adaptation of feature detectors,2012, jul 2012
 Efficient genome editing in zebrafishusing a CRISPR-Cas system,2013, Nature biotechnology
 3D Convolutional neural networks for human actionrecognition,2013, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Adam: A Method for Stochastic Optimization,2014, dec 2014
 Adult neurogenesis and brain re-generation in zebrafish,2012, Developmental Neurobiology
 A Study of Cross-Validation and Bootstrap for Accuracy Estimation and Model Selec-tion,1995, International Joint Conference of Artificial Intelligence
 Unmasking Clever Hans predictors and assessing What machines reallylearn,2019, Nature Communications
 Understanding artificial intelligence ethics and safety: A guide for the responsibledesign and implementation of AI systems in the public sector,2019, 2019
 Fixing Weight Decay Regularization in Adam,2019, In Proceedings ofthe 2019 International Conference on Learning Representations (ICLR’19)
 Visual processingof the zebrafish optic tectum before and after optic nerve damage,2004, Visual Neuroscience
 Prey tracking by larval zebrafish: Axial kinematicsand visual control,2005, Brain
 Deconvolution and Checker-board Artifacts,2016,	Distill
 Feature Visualization,2017, Distill
 The Building Blocks of Interpretability,2018, Distill
 Automatic differentiation inpytorch,2017, 2017
 Visuomotor Behaviors in Larval Zebrafish after GFP-Guided LaserAblation of the Optic Tectum,2003, 2003
 A dedicated visual pathway for prey detection in larval zebrafish,2014, 3:4878
 Deep Inside Convolutional Networks:Visualising Image Classification Models and Saliency Maps,2014, 2014
 Striving forSimplicity: The All Convolutional Net,2015, 2015
 A VisualPathway for Looming-Evoked Escape in Larval Zebrafish,2015, Current Biology
 Visualizing and Understanding Convolutional Networks,2014, 2014
