title,year,conference
 The diffusion ofmicrofinance,2013, Science
 IterativeBregman Projections for Regularized Transportation Problems,1095, SIAM Journal on ScientificComputing
 Ds*: Tighter lifting-free convex relaxationsfor quadratic matching problems,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Fast unfoldingof communities in large networks,2008, Journal of statistical mechanics: theory and experiment
 Recommendersystems survey,2013, Knowledge-based systems
 Perturbation Analysis of Optimization Problems,2000, 01 2000
 Shortest-path kernels on graphs,2005, In Fifth IEEEinternational conference on data mining (ICDM’05)
 Geometricdeep learning: going beyond euclidean data,2017, IEEE Signal Processing Magazine
 Partial gromov-wasserstein with applicationson positive-unlabeled learning,2019, arXiv preprint arXiv:2002
 Improved graph clustering,2014, IEEE Transactions onInformation Theory
 Generalized spectral clustering via gromov-wassersteinlearning,2021, In International Conference on Artificial Intelligence and Statistics
 Finding community structure in very largenetworks,2004, Physical review E
 Sinkhorn distances: Lightspeed computation of optimal transport,2013, In Advances inneural information processing systems
 Graph limits and exchangeable random graphs,2007, arXiv preprintarXiv:0712
 Algebraic connectivity of graphs,1973, Czechoslovak mathematical journal
 Optimal spectral transportationwith application to music transcription,9781, In Proceedings of the 30th International Conference onNeural Information Processing Systems
 Pot:Python optimal transport,2021, Journal of Machine Learning Research
 Graph u-nets,2019, In Kamalika Chaudhuri and Ruslan Salakhutdinov(eds
 Image classification with segmentation graph kernels,2007, In 2007IEEE Conference on Computer Vision and Pattern Recognition
 Stochastic blockmodels: Firststeps,1983, Social networks
 A tutorial on mm algorithms,2004, The American Statistician
 Revisiting frank-wolfe: Projection-free sparse convex optimization,2013, In InternationalConference on Machine Learning
 Highly accurateprotein structure prediction with alphafold,2021, Nature
 Mean-field theory of graph neuralnetworks in graph partitioning,2018, In Proceedings of the 32nd International Conference on NeuralInformation Processing Systems
 Adam: A method for stochastic optimization,2015, In Yoshua Bengioand Yann LeCun (eds
 Efficient bregman projections onto thesimplex,2015, In 20l5 54th IEEE Conference on Decision and Control (CDC)
 A survey on graph kernels,2020, AppliedNetwork Science
 Distance metric learning using graph convolutional networks: Application to functionalbrain networks,2017, In International Conference on Medical Image Computing and Computer-AssistedIntervention
 Convergence rate of frank-wolfe for non-convex objectives,2016, arXiv preprintarXiv:1607
 Partial gromov-wasserstein learning for partial graph matching,2020, arXiv preprint arXiv:2012
 Weisfeiler and leman go neUral: Higher-order graph neUral netWorks,2019, InProceedings of the AAAI Conference on Artificial Intelligence
 Gap: Generalizableapproximate graph partitioning frameWork,2019, arXiv preprint arXiv:1903
 Bayesian semi-supervised learning with graphgaUssian processes,2018, In S
 Matching node embeddingsfor graph similarity,2017, In Proceedings of the Thirty-First AAAI Conference on Artificial Intelligence
 Got: Anoptimal transport framework for graph comparison,2019, Advances in Neural Information ProcessingSystems
 Computational optimal transport,2019, Foundations and Trends inMachine Learning
 Gromov-Wasserstein averaging of kernel anddistance matrices,2016, In International Conference on Machine Learning
 Adaptive color transfer with relaxed optimaltransport,2014, In 2014 IEEE International Conference on Image Processing (ICIP)
 Objective criteria for the evaluation of clustering methods,1971, Journal of the AmericanStatistical association
 Adjusting for chanceclustering comparison measures,2016, The Journal of Machine Learning Research
 Maps of random walks on complex networks reveal communitystructure,2008, Proceedings of the National Academy of Sciences
 Wasserstein dictionary learning: Optimal transport-basedunsupervised nonlinear dictionary learning,2018, SIAM Journal on Imaging Sciences
 Modelling convex shape priors and matching basedon the gromov-wasserstein distance,2013, J
 The unbalanced gromov wassersteindistance: Conic formulation and relaxation,2020, arXiv preprint arXiv:2009
 Entropic metric alignment forcorrespondence problems,2016, ACM Transactions on Graphics (TOG)
 The space of spaces: curvature bounds and gradient flows on the space ofmetric measure spaces,2012, arXiv preprint arXiv:1208
 Spline-fitting with a genetic algorithm:A method for developing classification structure- activity relationships,2003, Journal of chemicalinformation and computer sciences
 In H,2019, Wallach
 Optimal transport for structureddata with application on graphs,6275, In International Conference on Machine Learning
 Fused gromov-wasserstein distance for structured objects,1999, Algorithms
 Onlinegraph dictionary learning,2021, In Marina Meila and Tong Zhang (eds
 Acomprehensive survey on graph neural networks,2020, IEEE Transactions on Neural Networks andLearning Systems
 A fast proximal point method forcomputing exact wasserstein distance,2020, In Ryan P
 Scalable gromov-wasserstein learning for graphpartitioning and matching,2019, Advances in neural information processing systems
 Learning graphons via strUctUredgromov-wasserstein barycenters,2021, Proceedings of the AAAI Conference on Artificial Intelligence
 A shortsUrvey of recent advances in graph matching,2016, In Proceedings of the 2016 ACM on InternationalConference on Multimedia Retrieval
 Deep graph kernels,2015, In Proceedings of the 21th ACMSIGKDD international conference on knowledge discovery and data mining
 Graph random neUral featUres for distance-preservinggraph representations,2020, In ICML
 Factorized graph matching,2012, In 2012 IEEE Conference onComputer Vision and Pattern Recognition
