title,year,conference
 Pseudo-labeling and confirmation bias in deep semi-supervised learning,2020, In IJCNN
 Tide: A general toolbox for iden-tifying object detection errors,2020, In ECCV
 Exploringobject relation in mean teacher for cross-domain detection,2019, In CVPR
 Curriculum labeling:Revisiting pseudo-labeling for semi-supervised learning,2021, In AAAI
 Harmonizing transfer-ability and discriminability for adapting object detectors,2020, In CVPR
 Transferability vs,2019, discrim-inability: Batch spectral penalization for adversarial domain adaptation
 Representation subspacedistance for domain adaptation regression,2021, In ICML
 Domain adaptivefaster r-cnn for object detection in the wild,2018, In CVPR
 The cityscapes dataset forsemantic urban scene understanding,2016, In CVPR
 Unbiased mean teacher for cross-domainobject detection,2021, In CVPR
 Note-rcnn: Noisetolerant ensemble rcnn for semi-supervised object detection,2019, In ICCV
 Fast r-cnn,2015, In ICCV
 Rich feature hierarchies foraccurate object detection and semantic segmentation,2014, In CVPR
 Generative adversarial networks,2014, In NeurIPS
 Deep residual learning for imagerecognition,2016, In CVPR
 Multi-adversarial faster-rcnn for unrestricted object detection,2019, InICCV
 Domain adaptive object detection via asymmetric tri-way faster-rcnn,2020, In ECCV
 Every pixel matters:Center-aware feature alignment for domain adaptive object detector,2020, In ECCV
 Cross-domainweakly-supervised object detection through progressive domain adaptation,2018, In CVPR
 Unit: Unified knowledge transfer forany-shot object detection and segmentation,2021, In CVPR
 A robust learn-ing approach to domain adaptive object detection,2019, In ICCV
 Diversifyand match: A domain adaptive representation learning paradigm for object detection,2019, In CVPR
 Temporal ensembling for semi-supervised learning,2017, In ICLR
 Pseudo-label: The simple and efficient semi-supervised learning methodfor deep neural networks,2013, In ICML
 Microsoft coco: Common objects in context,2014, In ECCV
 Focal loss for denseobject detection,2017, In ICCV
 Deep learning for generic object detection: A survey,2020, In IJCV
 Ssd: Single shot multibox detector,2016, In ECCV
 Unbiased teacher for semi-supervised object detection,2021, InICLR
 Learning transferable fea-tures with deep adaptation networks,2015, In ICML
 Conditional adversarialdomain adaptation,2018, In NeurIPS
 A survey on transfer learning,2010, IEEE Transactions on Knowl-edge and Data Engineering
 Domain adaptation viatransfer component analysis,2011, IEEE Transactions on Neural Networks
 Faster r-cnn: Towards real-timeobject detection with region proposal networks,2015, In NeurIPS
 Strong-weak distributionalignment for adaptive object detection,2019, In CVPR
 Semantic foggy scene understanding withsynthetic data,2018, In IJCV
 Very deep convolutional networks for large-scaleimage recognition,2015, In ICLR
 Fixmatch: Simplifying semi-supervisedlearning with consistency and confidence,2020, In NeurIPS
 Mean teachers are better role models: Weight-averagedconsistency targets improve semi-supervised deep learning results,2017, In NeurIPS
 Deep domainconfusion: Maximizing for domain invariance,2014, In CORR
 Visualizing data using t-sne,2008, In JMLR
 Mega-cda: Memory guided attention for category-aware unsupervised domain adaptive object detec-tion,2021, In CVPR
 Exploring categorical regular-ization for domain adaptive object detection,2020, In CVPR
 Domain adaptation for structured regression,2013, Interna-tional Journal of Computer Vision
 Detecting 11k classes: Large scale object detection withoutfine-grained bounding boxes,2019, In CVPR
 Deep mutual learning,2018, InCVPR
 Bridging theory and algo-rithm for domain adaptation,2019, In ICML
 Adaptive object detection with dualmulti-label prediction,2020, In ECCV
 Cross-domain object detectionthrough coarse-to-fine feature adaptation,2020, In CVPR
 Unpaired image-to-imagetranslation using cycle-consistent adversarial networks,2017, In ICCV
 Adapting objectdetectors via selective cross-domain alignment,2019, In CVPR
