title,year,conference
 Epideep: Exploitingembeddings for epidemic forecasting,2019, In Proceedings of the 25th ACM SIGKDD InternationalConference on Knowledge Discovery & Data Mining
 Macroeconomic data,2015, 2015
 Curating a covid-19 data repository and forecasting county-level death counts in the unitedstates,2021, Harvard Data Science Review
 Apple mobility trends reports,2020,
 Forecasting with bayesian multivari-ate vintage-based vars,2015, International Journal of Forecasting
 What to know before forecasting the flu,1553, PLoS Computational Biology
 Measuring movement andsocial contact with smartphone data: A real-time application to covid-19,2021, Technical report
 On the properties ofneural machine translation: Encoder-decoder approaches,2014, ArXiv
 Data revisions and real-time forecasting,2019, In OxfordResearch Encyclopedia of Economics and Finance
 The covid tracking project,2020,
 Evaluation ofindividual and ensemble probabilistic forecasts of covid-19 mortality in the us,2021, medRxiv
 Forecasting with real-time data vintages,2011, The Oxford handbook of economicforecasting
 Towards detecting influenza epidemics by analyzing twitter messages,2010, In Proceedingsofthefirst workshop on social media analytics
 Cola-gnn: Cross-location attention based graph neural networks for long-term ili prediction,2020, In Proceedings of the29th ACM International Conference on Information & Knowledge Management
 Bert: Pre-training of deepbidirectional transformers for language understanding,2019, In NAACL-HLT
 Detecting influenza epidemics using search engine query data,2009, Nature
 Google covid-19 community mobility reports,2020,
 Gaussian process nowcasting: Application to covid-19 mortality reporting,2021, arXiv preprintarXiv:2102
 Wrong but Useful — What Covid-19 Epidemiologic ModelsCan and Cannot Tell Us,2020, NEJM
 Anomalydetection in covid-19 time-series data,2021, SN Computer Science
 Advances in nowcastinginfluenza-like illness rates using search query logs,2015, Scientific reports
 Holoscope: Topology-and-spike aware frauddetection,2017, In Proceedings of the 2017 ACM on Conference on Information and KnowledgeManagement
 Opportunities and challenges in modeling emerging infectiousdiseases,2017, Science
 NoWcasting influenza epidemics usingnon-homogeneous hidden markov models,2013, Statistics in Medicine
 United we stand: Transfer graph neuralnetworks for pandemic forecasting,2020, ArXiv
 Transfer graph neural net-works for pandemic forecasting,2021, In Proceedings of the AAAI Conference on Artificial Intelligence
 Improving language under-standing with unsupervised learning,2018, 2018
 Vector autoregressions: forecasting and reality,1999, EconomicReview-Federal Reserve Bank of Atlanta
 Steering a historical disease forecasting model under a pandemic: Case offlu and COVID-19,2021, In Proceedings of the AAAI Conference on Artificial Intelligence
 DeepCOVID: An Operational Deep Learning-Driven Frameworkfor Explainable Real-Time COVID-19 Forecasting,2021, In Proceedings of the AAAI Conference onArtificial Intelligence
 Short-term estimates of euro area real gdp by means ofmonthly data,2003, Technical report
 Forecasting seasonal outbreaks of influenza,2012, Proceedings ofthe National Academy of Sciences
 Economic data revisions: What they are and where to find them,2017, DttP
 Multivariate hierarchical frameworks for modeling delayedreporting in count data,2020, Biometrics
 Forecasting gdp growth using artificial neural networks,1999, Technical report
 Attention is all you need,2017, ArXiv
 Covid-19-related information sources and the relationship with confidencein people coping with covid-19: Facebook survey study in taiwan,2020, Journal of medical Internetresearch
 Accurate estimation of influenza epidemicsusing google search data via argo,2015, Proceedings of the National Academy of Sciences
 Identifying sepsis subphenotypesvia time-aware multi-modal auto-encoder,2020, In Proceedings of the 26th ACM SIGKDD internationalconference on knowledge discovery & data mining
 Robustifying sequential neural processes,2020, InHal Daume In and Aarti Singh (eds
