title,year,conference
 Super-efficiency of automatic differentiation forfunctions defined as a minimum,2020, In International Conference on Machine Learning (ICML)
 Learning representa-tions and generative models for 3D point clouds,2018, In International Conference on Machine Learning(ICML)
 Differentiable convexoptimization layers,2019, In Advances in Neural Information Processing Systems (NeurIPS)
 Deep equilibrium models,2019, In Advances in NeuralInformation Processing Systems (NeurIPS)
 Multiscale deep equilibrium models,2020, In Advances inNeural Information Processing Systems (NeurIPS)
 Efficient and modular implicit differentiation,2021, arXivpreprint arXiv:2105
 End-to-end object detection with transformers,2020, In European Conference on ComputerVision (ECCV)
 DeePsvg: A hierarchicalgenerative network for vector graphics animation,2020, In Advances in Neural Information ProcessingSystems (NeurIPS)
 Does object recogni-tion work for everyone,2019, In Computer Vision and Pattern Recognition (CVPR)
 Implicit deeplearning,2021, SIAM Journal on Mathematics of Data Science
 End-to-EndNeural Speaker Diarization with Permutation-free Objectives,2019, In Interspeech
 JFB:Jacobian-free backpropagation for implicit networks,2022, In AAAI Conference on Artificial Intelligence
 On differentiating parameterized argmin and argmax problems with application to bi-leveloptimization,2016, arXiv preprint arXiv:1607
 Multi-object representation learningwith iterative variational inference,2019, In International Conference on Machine Learning (ICML)
 Implicit graphneural networks,2020, In Advances in Neural Information Processing Systems (NeurIPS)
 Deep residual learning for imagerecognition,2016, In Computer Vision and Pattern Recognition (CVPR)
 Better setrepresentations for relational reasoning,2020, In Advances in Neural Information Processing Systems(NeurIPS)
 Robust Estimation of a Location Parameter,1964, The Annals of Mathematical Statistics
 Clevr: A diagnostic dataset for compositional language and elementary visualreasoning,2017, In Computer Vision and Pattern Recognition (CVPR)
 Adam: A method for stochastic optimization,2015, In InternationalConference on Learning Representations (ICLR)
 Face recognition performance: Role of demographic information,2012, IEEE Transactions onInformation Forensics and Security
 Visual genome:Connecting language and vision using crowdsourced dense image annotations,2017, InternationalJournal of Computer Vision
 The Hungarian method for the assignment problem,1955, Naval Research LogisticsQuarterly
 Set trans-former: A framework for attention-based permutation-invariant neural networks,2019, In InternationalConference on Machine Learning (ICML)
 Deeper Insights into Graph Convolutional Networks forSemi-Supervised Learning,2018, In AAAI Conference on Artificial Intelligence
 Learning deep generativemodels of graphs,2018, In International Conference on Machine Learning (ICML)
 Diffusion probabilistic models for 3d point cloud generation,2021, In Conferenceon Computer Vision and Pattern Recognition (CVPR)
 Deep learning via hessian-free optimization,2010, In International Conference on MachineLearning (ICML)
 A surveyon bias and fairness in machine learning,2021, ACM Comput
 Meta-learning with implicitgradients,2019, In Advances in Neural Information Processing Systems (NeurIPS)
 Learn to predict sets using feed-forward neural networks,2020, arXivpreprint arXiv:2001
 A simple neural network module for relational reasoning,2017, InAdvances in Neural Information Processing Systems (NeurIPS)
 GraphVAE: Towards generation of small graphs usingvariational autoencoders,2018, In International Conference on Artificial Neural Networks (ICANN)
 End-to-end people detection in crowded scenes,2016, InConference on Computer Vision and Pattern Recognition (CVPR)
 On the importance of initializationand momentum in deep learning,2013, In International Conference on Machine Learning (ICML)
 Unbiased look at dataset bias,2011, In Computer Vision and PatternRecognition (CVPR)
 Attention is all you need,2017, In Advances in Neural InformationProcessing Systems (NeurIPS)
 Onthe limitations of representing functions on sets,2019, In International Conference on Machine Learning(ICML)
 Scene graph generation by iterative messagepassing,2017, In Computer Vision and Pattern Recognition (CVPR)
 Deep sets,2017, In Advances in Neural Information Processing Systems (NeurIPS)
 Set prediction without imposing structureas conditional density estimation,2021, In International Conference on Learning Representations (ICLR)
 Deep Set Prediction Networks,2019, In Advancesin Neural Information Processing Systems (NeurIPS)
 FSPool: Learning set representations withfeaturewise sort pooling,2020, In International Conference on Learning Representations (ICLR)
