title,year,conference
 Quantile stein variational gradient descent for batch bayesianoptimization,2347, In International Conference on Machine Learning
 Measuring sample quality with kernels,1292, In Proceedings of the34th International Conference on Machine Learning-Volume 70
 Reinforcement learning with deep energy-based policies,1352, In Proceedings of the 34th International Conference on Machine Learning-Volume70
 Imagenet classification with deep convolu-tional neural networks,1097, In Advances in neural information processing Systems
 Stein variational gradient descent as gradient flow,3115, In Advances in neural informationprocessing systems
 Stein variational gradient descent: A general purpose bayesian inferencealgorithm,2378, In Advances In Neural Information Processing Systems
 Stein variational gradient descent as moment matching,8868, In Advances inNeural Information Processing Systems
 Rapid convergence of the unadjusted langevin algorithm:Isoperimetry suffices,8094, In Advances in Neural Information Processing Systems
 Nonlinear stein variational gradient descent for learning diversifiedmixture models,6576, In International Conference on Machine Learning
 Stein variational message passing for continuous graphicalmodels,5206, In International Conference on Machine Learning
 Bayesian model-agnosticmeta-learning,7332, In Advances in Neural Information Processing Systems
 Stochastic particle-optimization sampling andthe non-asymptotic convergence theory,1877, In International Conference on Artificial Intelligence andStatistics
