title,year,conference
 Optimization Algorithms on MatrixManifolds,2007, Princeton University Press
 Threat of adversarial attacks on deep learning in computer vision:A survey,2018, Ieee Access
 Fairness in criminaljustice risk assessments: The state of the art,2021, Sociological Methods & Research
 Data decisions and theoretical implications whenadversarially learning fair representations,2017, arXiv preprint arXiv:1707
 Statistical analysis of Wasserstein distribu-tionally robust estimators,2021, INFORMS TutORials in Operations Research
 Optimized pre-processing for discrimination prevention,2017, In Proceedings ofthe 31st International Conference on Neural Information Processing Systems
 Towards evaluating the robustness of neural networks,2017, In 2017IEEE Symposium on Security and Privacy (SP)
 Adversarial attacks and defences: A survey,2018, arXiv preprint arXiv:1810
 Fair prediction with disparate impact: A study of bias in recidivismprediction instruments,2017, Big Data
 Distributionally robust optimization under moment uncertainty withapplication to data-driven problems,2010, Operations Research
 Em-pirical risk minimization under fairness constraints,2018, In Advances in Neural Information Process-ing Systems
 Fairnessthrough awareness,2012, In Proceedings of the 3rd innovations in theoretical computer science confer-ence
 Certifying and removing disparate impact,2015, In Proceedings of the 21th ACM SIGKDDInternational Conference on Knowledge Discovery and Data Mining
 A class of Wasserstein metrics for probability distributions,1984, TheMichigan Mathematical Journal
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 Equality of opportunity in supervised learning,2016, Advancesin neural information processing Systems
 Monte Carlo sampling-based methods for stochasticoptimization,2014, Surveys in Operations Research and Management Science
 Analysis of a complex of statistical variables into principal components,1933, Journalof educational psychology
 Data preprocessing techniques for classification without discrim-ination,2012, Knowledge and Information Systems
 Fairness-aware classifierwith prejudice remover regularizer,2012, In Joint European Conference on Machine Learning andKnowledge Discovery in Databases
 Counterfactual fairness,2017, arXivpreprint arXiv:1703
 Weaklyconvex optimization over Stiefel manifold using Riemannian subgradient-type methods,2021, SIAMJournal on Optimization
 Learning adversarially fair andtransferable representations,3384, In International Conference on Machine Learning
 A surveyon bias and fairness in machine learning,2021, ACM Computing Surveys (CSUR)
 Data-driven distributionally robust optimization us-ing the Wasserstein metric: Performance guarantees and tractable reformulations,2018, MathematicalProgramming
 Variance-based regularization with convex objectives,2017, InAdvances in Neural Information Processing Systems 30
 Adversarial Analytics,2019, PhD thesis
 Mean-covariance robust risk measurement,2021, arXiv preprint arXiv:2112
 Convex formulations for fair principal component analysis,2019, In Pro-Ceedings of the AAAI Conference on Artificial Intelligence
 Distributionally robust optimization: A review,2019, arXivpreprint arXiv:1908
 The price of fair PCA: One extra dimension,2018, In Advances in Neural Information ProcessingSystems
 Testing group fairness via optimaltransport projections,2021, In Proceedings of the 38th International Conference on Machine Learning
 The optimizer’s curse: Skepticism and postdecision surprisein decision analysis,2006, Management Science
 Multi-criteria dimensionality reduction with applications to fairness,2019, arXiv preprintarXiv:1902
 A distributionally robustapproach to fair classification,2020, arXiv preprint arXiv:2007
 Sequentialdomain adaptation by synthesizing distributionally robust experts,2021, In Proceedings of the 38thInternational Conference on Machine Learning
 Fairness definitions explained,2018, In 2018 IEEE/ACM InternationalWorkshop on Software Fairness (fairware)
 Wasserstein robust support vector machineswith fairness constraints,2021, arXiv preprint arXiv:2103
 Optimized score trans-formation for fair classification,2019, arXiv preprint arXiv:1906
 On linear optimization over Wassersteinballs,2021, Mathematical Programming
 Fair principal component analysis and filter design,2021, IEEE Transac-tions on Signal Processing
 Mitigating unwanted biases with adver-sarial learning,2018, In Proceedings of the 2018 AAAI/ACM Conference on AI
