title,year,conference
 Local saddle pointoptimization: A curvature exploitation approach,2019, In The 22nd International Conference on Arti-ficial Intelligence and Statistics
 Optuna:A next-generation hyperparameter optimization framework,2019, In Proceedings of the 25rd ACMSIGKDD International Conference on Knowledge Discovery and Data Mining
 Differential-geometrical methods in statistics,1985, Lecture Notes on Statistics
 Natural gradient works efficiently in learning,1998, Neural computation
 Kernelized wasserstein natural gradient,2020, In Interna-tional Conference on Learning Representations
 Adversarial example games,2020, In NeurIPS
 Vortices instead of equilibria in minmax optimization:Chaos and butterfly effects of online learning in zero-sum games,2019, In Conference on LearningTheory
 Chaos of learning beyond zero-sum and coordination via gamedecompositions,2021, In ICLR
 The complexity of constrainedmin-max optimization,2021, STOC
 Efficient methods for structurednonconvex-nonconcave min-max optimization,2021, In ICML
 Minimax estimation of con-ditional moment models,2020, In NeurIPS
 Nice: Non-linear independent components esti-mation,2014, arXiv preprint arXiv:1410
 Density estimation using real NVP,2017, InICLR
 Solvingmin-max optimization with hidden structure via gradient descent ascent,2021, In NeurIPS
 Global convergence to the equilibrium of GANs using variationalinequalities,2018, arXiv preprint arXiv:1808
 Generative adversarial nets,2014, In NeurIPS
 Information geometry and evolutionary game theory,2009, CoRR
 Evolutionary games and population dynamics,1998, Cambridgeuniversity press
 Finding mixed Nash equilibria of generative adver-sarial networks,2019, In ICML
 The limits of min-max optimizationalgorithms: convergence to spurious non-critical sets,2020, CoRR
 What is local optimality in nonconvex-nonconcaveminimax optimization? In International Conference on Machine Learning,2020, PMLR
 On convergence and stability ofGANs,2017, arXiv preprint arXiv:1705
 An accelerated inexact proximal point method for solvingnonconvex-concave min-max problems,2021, SIAM Journal on Optimization
 Fast extra gradient methods for smooth structured nonconvex-nonconcave minimax problems,2021, In NeurIPS
 On the impossibility of global convergence in multi-loss optimization,2021, In ICLR
 On the limitations of first-orderapproximation in gan dynamics,2018, In International Conference on Machine Learning
 On gradient descent ascent for nonconvex-concave mini-max problems,2020, In ICML
 New insights and perspectives on the natural gradient method,2020, Journal of MachineLearning Research
 Optimizing neural networks with kronecker-factored approximatecurvature,2015, In International conference on machine learning
 Rapid training of deep neural networks without skipconnections or normalization layers using deep kernel shaping,2021, arXiv preprint arXiv:2110
 Riemannian game dynamics,2018, Journal of Eco-nomic Theory
 Which training methods for GANs doactually converge? In International conference on machine learning,2018, PMLR
 Solvinga class of non-convex min-max games using iterative first order methods,2019, NeurIPS
 Information-geometric opti-mization algorithms: A unifying picture via invariance principles,2017, Journal of Machine LearningResearch
 Efficient search of first-order nashequilibria in nonconvex-concave smooth min-max problems,2021, SIAM Journal on Optimization
 Learning dynamics and the co-evolution of competingsexual species,2018, In 9th Innovations in Theoretical Computer Science Conference (ITCS 2018)
 A new mathematical framework for the study of linkage and selection,1979, Amer-ican Mathematical Soc
 The maximum principle for replicator equations,1984, Iiasa working paper
 Mastering the game of gowithout human knowledge,2017, nature
 On general minimax theorems,1958, Pacific Journal of mathematics
 On solving minimax optimization locally: Afollow-the-ridge approach,2020, In International Conference on Learning Representations
 Global convergence and variance reduction for a classof nonconvex-nonconcave minimax problems,2020, In NeurIPS
 Optimality and stability in non-convex smoothgames,2020, arXiv preprint arXiv:2002
