title,year,conference
 Max-value entropy search for multi-objective bayesian optimization,2019, In H
 Sms-emoa: Multiobjective selection basedon dominated hypervolume,0377, European Journal of Operational Research
 Onthe complexity of computing the hypervolume indicator,2009, IEEE Transactions on EvolutionaryComputation
 The balance between proximity and diversity in multiobjectiveevolutionary algorithms,2003, IEEE transactions on evolutionary computation
 ProxylessNAS: Direct neural architecture search on targettask and hardware,2019, In International Conference on Learning Representations
 Once for all: Train onenetwork and specialize it for efficient deployment,2020, In International Conference on LearningRepresentations
 Chapter 5 - multiobjective optimization and advanced topics,2015, InKuang-Hua Chang (ed
 Fast calculation of multiobjective probabilityof improvement and expected improvement criteria for pareto optimization,2014, Journal of GlobalOptimization
 Differentiable expected hypervolumeimprovement for parallel multi-objective bayesian optimization,2020, arXiv preprint arXiv:2006
 A new approach tomultiobjective a* search,2005, In Proceedings of the 19th International Joint Conference on ArtificialIntelligence
 A fast and elitist multiobjective genetic algorithm:Nsga-ii,2002, IEEE Transactions on Evolutionary Computation
 Research in the performance assessment ofmulti-objective optimization evolutionary algorithms,2007, In 2007 International Conference on Com-munications
 Nas-bench-201: Extending the scope of reproducible neural architecturesearch,2020, In International Conference on Learning Representations (ICLR)
 Research onimproved nsga-ii algorithm and its application in emergency management,2018, Research on ImprovedNSGA-II Algorithm and Its Application in Emergency Management
 The measure of pareto optima applications to multi-objective metaheuristics,2003, InCarlos M
 A review of multi-objective optimization: Methods and its applications,2018, CogentEngineering
 Derivative free optimization via repeatedclassification,2027, In International Conference on Artificial Intelligence and Statistics
 Derivative free optimization via repeatedclassification,2027, In International Conference on Artificial Intelligence and Statistics
 Cutting plane methods can be extended into nonconvex optimization,2018, In ConferenceOn Learning Theory
 Covariance matrix adaptation for multi-objectiveoptimization,2007, Evolutionary Computation
 Hierarchical generation of molecular graphsusing structural motifs,2020, In International Conference on Machine Learning
 Multi-objective molecule generation usinginterpretable substructures,4849, In International Conference on Machine Learning
 Efficient global optimization of expensiveblack-box functions,1998, Journal of Global optimization
 Bayesian optimization withexponential convergence,2015, 2015
 Montecarlo tree search in continuous spaces using voronoi optimistic optimization with regret bounds,2020, InProceedings ofthe AAAI Conference on Artificial Intelligence
 Parego: a hybrid algorithm with on-line landscape approximation for expensive mUltiob-jective optimization problems,2006, IEEE Transactions on Evolutionary Computation
 Bandit based monte-carlo planning,2006, In Johannes Furnkranz
 Learning mUltiple layers of featUres from tiny images,2009, 2009
 Parallel architectUre andhyperparameter search via sUccessive halving and classification,2018, CoRR
 On finding the maxima of a set of vectors,0004, J
 MUltiobjective optimization forcrash safety design of vehicles Using stepwise regression model,2008, Structural and multidisciplinaryoptimization
 A convergent interactive cUtting-plane algorithm for mUltiob-jective optimization,1987, Operations Research
 A mono surrogate for multiobjectiveoptimization,9781, In Proceedings of the 12th Annual Conference on Genetic and EvolutionaryComputation
 Optimistic optimization of a deterministic function without the knowledge ofits smoothness,2011, In J
 Optimistic optimization of a deterministic function without the knowledge of itssmoothness,2011, Advances in neural information processing systems
 A classification-based surrogate-assisted evolutionary algorithm for expensive many-objective optimization,2019, IEEETransactions on Evolutionary Computation
 Nsga-ii with simple modification works wellon a wide variety of many-objective problems,2020, IEEE Access
 A flexible multi-objective bayesianoptimization approach using random scalarizations,2018, CoRR
 Multiobjective optimiza-tion on a limited budget of evaluations using model-assisted-metric selection,2008, In Gunter Rudolph
 Pareto rank learning in multi-objective evolutionary algorithms,2012, In 2012 IEEE Congress on Evolutionary Computation
 Muiltiobjective optimization using nondominated sortingin genetic algorithms,1994, Evolutionary computation
 Multiobjective a*,1991, J
 On the likelihood that one unknown probability exceeds another in view ofthe evidence of two samples,1933, Biometrika
 A multicriteria pareto-optimal path algorithm,0377, EuropeanJournal of Operational Research
 Applications of machine learningin drug discovery and development,2019, Nature Reviews Drug Discovery
 Evolutionary computation and convergence to a paretofront,1998, In Late breaking papers at the genetic programming 1998 conference
 A cutting-plane method to nonsmooth multiobjectiveoptimization problems,2019, European Journal of Operational Research
 Sample-efficientneural architecture search by learning action space,2019, CoRR
 Learning search space partition for black-boxoptimization using monte carlo tree search,2020, arXiv preprint arXiv:2007
 Multi-objective bayesianglobal optimization using expected hypervolume improvement gradient,2210, Swarm and Evolu-tionary Computation
 Learning space partitions for path planning,2021, CoRR
 Evaluating thesearch phase of neural architecture search,2019, arXiv preprint arXiv:1902
 Performance assess-ment of multiobjective optimizers: an analysis and review,2003, IEEE Transactions on EvolutionaryComputation
 Comparison of multiobjective evolutionaryalgorithms: Empirical results,2000, Evolutionary computation
