title,year,conference
 Divergence-free smoothed particle hydrodynamics,2015, In Proceedings ofthe 2015 ACM SIGGRAPH/Eurographics Symposium on Computer Animation
 Point 4d transformer networks for spatio-temporalmodeling in point cloud videos,2021, In Proceedings of the IEEE/CVF Conference on Computer Visionand Pattern Recognition (CVPR)
 PSTNet: Point spatio-temporalconvolution on point cloud sequences,2021, In International Conference on Learning Representations
 Pu-gan: a point cloudupsampling adversarial network,2019, In IEEE International Conference on Computer Vision (ICCV)
 Action recognition based on a bag of 3d points,2010, In2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Workshops
 Pointinet: Point cloudframe interpolation network,2021, Proceedings of the AAAI Conference on Artificial Intelligence
 Tranquil clouds: Neuralnetworks for learning temporally coherent features in point clouds,2020, In International Confer-ence on Learning Representations
 Lagrangian fluid simulationwith continuous convolutions,2020, In International Conference on Learning Representations
 Towards accurate generative models of video: A new metric & challenges,2018, arXivpreprint arXiv:1812
 Sequential point cloud upsampling byexploiting multi-scale temporal dependency,2021, IEEE Transactions on Circuits and Systems for VideoTechnology
 Patch-basedprogressive 3d point set upsampling,2019, In The IEEE Conference on Computer Vision and PatternRecognition (CVPR)
