title,year,conference
 Uncertainty setsfor image classifiers using conformal prediction,2020, arXiv preprint arXiv:2009
 A gentle introduction to conformal prediction anddistribution-free uncertainty quantification,2021, arXiv preprint arXiv:2107
 Understanding the under-coverage bias inuncertainty estimation,2021, arXiv preprint arXiv:2106
 Predictiveinference with the jackknife+,2021, TheAnnals of Statistics
 Prediction and asymptotics,1996, Bernoulli
 Nonlinear programming,1997, Journal of the Operational Research Society
 Predictive likelihood: A review,1990, Statistical Science
 Robust validation: Confidentpredictions even when distributions shift,2020, arXiv preprint arXiv:2008
 Knowing what you know: valid confidence setsin multiclass and multilabel prediction,2020, arXiv preprint arXiv:2004
 Learning predictionintervals for regression: Generalization and calibration,2021, In International Conference on ArtificialIntelligence and Statistics
 Prediction intervals and empirical bayes confidence intervals,1975, Journal of Applied Proba-bility
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Improving conditional coverage via orthogonalquantile regression,2021, arXiv preprint arXiv:2106
 The limits ofdistribution-free conditional predictive inference,2021, Information and Inference: A Journal of theIMA
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,1050, In international conference on machine learning
 Conformal prediction with localization,2019, arXiv preprint arXiv:1908
 Nested conformal prediction andquantile out-of-bag ensemble methods,2019, arXiv preprint arXiv:1910
 On prediction intervals based on predictive likelihood orbootstrap methods,1999, Biometrika
 Bayes-optimal prediction with frequentist coverage control,2021, arXiv preprintarXiv:2105
 Flexible distribution-free conditional predic-tive bands using density estimators,2019, arXiv preprint arXiv:1910
 Cd-split and hpd-split: efficient conformalregions in high dimensions,2020, arXiv preprint arXiv:2007
 Simple and scalable predictiveuncertainty estimation using deep ensembles,2016, arXiv preprint arXiv:1612
 Distribution-free prediction sets,2013, Journal of theAmerican Statistical Association
 Distribution-free predictive inference for regression,2018, Journal of the American Statistical Association
 Bayesian methods for adaptive models,1992, PhD thesis
 Predictive uncertainty estimation via prior networks,2018, arXivpreprint arXiv:1802
 Ensemble distribution distillation,2019, arXivpreprint arXiv:1905
 The tight constant in the dvoretzky-kiefer-wolfowitz inequality,1990, The annals ofProbability
 Can you trust your model¡¯s uncertainty?evaluating predictive uncertainty under dataset shift,2019, In Advances in Neural Information Process-ing Systems
 Pac confidence sets for deep neuralnetworks via calibrated prediction,2019, arXiv preprint arXiv:2001
 Conformalized quantile regression,2019, arXivpreprint arXiv:1905
 Classification with valid and adaptivecoverage,2020, arXiv preprint arXiv:2006
 Least ambiguous set-valued classifiers withbounded error levels,2019, Journal of the American Statistical Association
 A tutorial on conformal prediction,2008, Journal of Machine LearningResearch
 Methods to compute prediction intervals:A review and new results,2020, arXiv preprint arXiv:2011
 A note on bounds for vc dimensions,2009, Institute of Mathemat-ical Statistics collections
 Conditional validity of inductive conformal predictors,2012, In Asian conference onmachine learning
 Machine-learning applications of al-gorithmic randomness,1999,1999
 Finite-sample efficient conformal prediction,2021, arXivpreprint arXiv:2104
