title,year,conference
 Laplacian eigenmaps for dimensionality reduction and datarepresentation,2003, Neural computation
 Fast unfoldingof communities in large networks,2008, Journal of statistical mechanics: theory and experiment
 On modularity clustering,2007, IEEE transactions on knowledge and dataengineering
 Spectral graph theory,1997, American Mathematical Soc
 Domino: Discovering systematic errors withcross-modal embeddings,2022, In International Conference on Learning Representations
 In search of lost domain generalization,2020, arXiv preprintarXiv:2007
 A broader study of cross-domain few-shot learning,2020, In EuropeanConference on Computer Vision
 Towards non-IID image classification: A dataset and baselines,2020, PatternRecognition
 Benchmarking neural network robustness to common corruptionsand perturbations,2019, In International Conference on Learning Representations (ICLR)
 GQA: A new dataset for real-world visual reasoningand compositional question answering,2019, In CVPR
 How to learn when data reacts to your model:Performative gradient descent,2021, In ICML
 Racial disparities in automated speechrecognition,2020, Proceedings of the National Academy of Sciences
 WILDS: Abenchmark of in-the-wild distribution shifts,2020, CoRR
 Beta shapley: a unified and noise-reduced data valuation frameworkfor machine learning,2022, In AISTATS
 Beyond user self-reported likert scale ratings: A comparisonmodel for automatic dialog evaluation,2020, In ACL
 Alice: Active learning with contrastive natural languageexplanations,2020, In EMNLP
 HERALD: an annotation efficient method to detectuser disengagement in social conversations,2021, In ACL/IJCNLP (1)
 Microsoft COCO: common objects in context,2014, In ECCV (5)
 Conditional adversarialdomain adaptation,2018, In NeurIPS
 Adapting visual category models to newdomains,2010, In ECCV (4)
 Distributionally robustneural networks,2020, In ICLR
 Breeds: Benchmarks for subpopulationshift,2020, In International Conference on Learning Representations
 Deep CORAL: correlation alignment for deep domain adaptation,2016, InECCV Workshops (3)
 Dataset cartography: Mapping and diagnosing datasets with trainingdynamics,2020, In EMNLP (1)
 YFCC100M: the new data in multimedia research,2016, Commun
 Meta-dataset: A datasetof datasets for learning to learn from few examples,2019, arXiv preprint arXiv:1903
 Deephashing network for unsupervised domain adaptation,2017, In CVPR
