title,year,conference
 Astudy on similarity and relatedness using distributional and WordNet-based approaches,2009, In Pro-ceedings of Human Language Technologies: The 2009 Annual Conference of the North Amer-ican Chapter of the Association for CompUtational Linguistics
 On difficulties of cross-lingual transfer with order differences: A case study on dependencyparsing,2019, In Proceedings of the 2019 Conference of the North American Chapter of the Associa-tion for Computational Linguistics: Human Language Technologies
 Learning principled bilingual mappings of wordembeddings while preserving monolingual invariance,2289, In Proceedings of the 2016 Conference onEmpirical Methods in Natural Language Processing
 Enriching word vectorswith subword information,2017, Transactions of the Association for Computational Linguistics
 On the opportu-nities and risks of foundation models,2021, arXiv preprint arXiv:2108
 Distributional semantics in tech-nicolor,2012, In Proceedings of the 50th Annual Meeting of the Association for Computational Lin-guistics (Volume 1: Long Papers)
 Unsupervised topological alignment for single-cell multi-omics integration,2020, bioRxiv
 A subgradient algorithm forcertain minimax and minisum problems,1978, Mathematical Programming
 Enhanced LSTMfor natural language inference,1657, In Proceedings of the 55th Annual Meeting of the Association forComputational Linguistics (Volume 1: Long Papers)
 High-throughput sequencing of the transcriptome andchromatin accessibility in the same cell,2019, Nature Biotechnology
 XNLI: Evaluating cross-lingual sentence representations,2018, InProceedings of the 2018 Conference on Empirical Methods in Natural Language Processing
 Gromov-wasserstein optimal transport to align single-cell multi-omics data,2020, bioRxiv
 The secret is in the spectra:Predicting cross-lingual task performance with spectral similarity measures,2020, In EMNLP
 On solving multifacility location problemsusing a hyperboloid approximation procedure,1973, AIIE Transactions
 Improving vector space word representations using multilingualcorrelation,2014, In Proceedings of the 14th Conference of the European Chapter of the Associationfor Computational Linguistics
 Placing search in context: The concept revisited,2001, In Proceedings of the 10thinternational conference on World Wide Web
 Devise: A deep visual-semantic embedding model,2013,2013
 Bilbowa: Fast bilingual distributed repre-sentations without word alignments,2015, In Francis Bach and David Blei (eds
 Unsupervised alignment of embeddings withwasserstein procrustes,2019, In The 22nd International Conference on Artificial Intelligence and Statis-tics
 node2vec: Scalable feature learning for networks,2016, In Proceedingsof the 22nd ACM SIGKDD international conference on Knowledge discovery and data mining
 Cross-lingual de-pendency parsing based on distributed representations,2015, In Proceedings of the 53rd AnnualMeeting of the Association for Computational Linguistics and the 7th International Joint Con-ference on Natural Language Processing (Volume 1: Long Papers)
 Large-scale learning of wordrelatedness with constraints,2012, In Proceedings of the 18th ACM SIGKDD international conferenceon Knowledge discovery and data mining
 Comparing unsupervised wordtranslation methods step by step,2019, In H
 Multilingual models for compositional distributed se-mantics,2014, In Proceedings of the 52nd Annual Meeting of the Association for Computational Lin-guistics (Volume 1: Long Papers)
 Bilingual lexicon induction by learning tocombine word-level and character-level representations,2017, In Proceedings of the 15th Conference ofthe European Chapter of the Association for Computational Linguistics: Volume 1
 Unsupervised representation learn-ing of spatial data via multimodal embedding,2019, In Proceedings of the 28th ACM InternationalConference on Information and Knowledge Management
 Lossin translation: Learning bilingual word mapping with a retrieval criterion,2018, In Proceedingsof the 2018 Conference on Empirical Methods in Natural Language Processing
 Classification-based self-learningfor weakly supervised bilingual lexicon induction,2020, In Proceedings of the 58th Annual Meetingof the Association for Computational Linguistics
 Learning image embeddings using convolutional neural networks forimproved multi-modal semantics,2014, In Proceedings of the 2014 Conference on empirical methodsin natural language processing (EMNLP)
 Inducing crosslingual distributed repre-sentations of words,2012, In Proceedings of COLING 2012
 Jointlyembedding multiple single-cell omics measurements,2019, bioRxiv
 FACILITIES LOCATION: MODELSAND METHODS,1988,1988
 Better word representationswith recursive neural networks for morphology,2013, In Proceedings of the seventeenth conference oncomputational natural language learning
 100 great problems of elementary mathematics: their history and solution,1966, By Hein-rich Dorme
 Efficient estimation of word repre-sentations in vector space,2013, In ICLR (Workshop Poster)
 Exploiting similarities among languages for ma-chine translation,2013, arXiv preprint arXiv:1309
 Linguistic regularities in continuous spaceword representations,2013, In Proceedings of the 2013 conference of the north american chapter of theassociation for computational linguistics: Human language technologies
 Contextual correlates of semantic similarity,1991, Language andcognitive processes
 All-but-the-top: Simple and effective postprocessing for wordrepresentations,2018, In 6th International Conference on Learning Representations
 Beyond offlinemapping: Learning cross-lingual word embeddings through context anchoring,2021, In ACL 2021:59th annual meeting of the Association for Computational Linguistics
 GloVe: Global vectors for word rep-resentation,2014, In Proceedings of the 2014 Conference on Empirical Methods in Natural LanguageProcessing (EMNLP)
 Deepwalk: Online learning of social repre-sentations,2014, In Proceedings of the 20th ACM SIGKDD international conference on Knowledgediscovery and data mining
 A word at a time:computing word relatedness using temporal semantic analysis,2011, In Proceedings of the 20th inter-national conference on World wide web
 Contextual correlates of synonymy,1965, Communicationsof the ACM
 A discriminativelatent-variable model for bilingual lexicon induction,2018, In Proceedings of the 2018 Conference onEmpirical Methods in Natural Language Processing
 A survey of cross-lingual word embedding mod-els,2019, Journal of Artificial Intelligence Research
 Filtered inner product projection for multi-lingual embedding alignment,2021, In ICLR 2021: The Ninth International Conference on LearningRepresentations
 Constrained non-affine alignment ofembeddings,2021, In Proceedings of the International Conference on Data Mining (ICDM)
 A broad-coverage challenge corpus for sen-tence understanding through inference,2018, In Proceedings of the 2018 Conference of the NorthAmerican Chapter of the Association for Computational Linguistics: Human Language Technolo-gies
 HUggingface's transformers:State-of-the-art natural language processing,2019, arXiv preprint arXiv:1910
 Normalized word embedding and orthogonaltransform for bilingual word translation,2015, In Proceedings of the 2015 Conference of the NorthAmerican Chapter of the Association for Computational Linguistics: Human Language Tech-nologies
 Cross-lingual bert contextual embedding space mapping withisotropic and isometric conditions,2021, arXiv preprint arXiv:2107
 Verb similarity on the taxonomy of WordNet,2006, MasarykUniversity
 Aregirls neko or shθjo? cross-lingual alignment of non-isomorphic embeddings with iterative nor-malization,2019, In Proceedings of the 57th Annual Meeting of the Association for Computational Lin-guistics
