title,year,conference
 Understanding deep neuralnetworks with rectified linear units,2018, In International Conference on Learning Representations
 The mechanics of n-player differentiable games,2018, In Jennifer Dy and Andreas Krause (eds
 On the Origin of Species by Means of Natural Selection,1859, Murray
 Hsp70-associated chaperoneshave a critical role in buffering protein production costs,2018, eLife
 Deep anomaly detection using geometric transforma-tions,2018, In S
 Generative adversarial nets,2014, In NIPS
 Detec-tion of traffic signs in real-world images: The German Traffic Sign Detection Benchmark,2013, InInternational Joint Conference on Neural Networks
 Simplified pac-bayesian margin bounds,2003, In In COLT
 A PAC-bayesian approach tospectrally-normalized margin bounds for neural networks,2018, In ICLR
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 Deep one-class classification,2018, In ICML
 Anomaly detection using autoencoders with nonlinear dimen-sionality reduction,2014, In Proceedings of the MLSDA 2014 2nd Workshop on Machine Learning forSensory Data Analysis
 Unsupervised anomaly detection with generative adversarial networks to guidemarker discovery,2017, IPMI
 Learning discriminative reconstructions for unsupervisedoutlier removal,2015, In 2015 IEEE International Conference on Computer Vision (ICCV)
 Learning deep representations ofappearance and motion for anomalous event detection,2015, arXiv preprint arXiv:1510
