title,year,conference
 Regression-based latent factor models,2009, In Proceedings of the15th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 A generic coordinate descentframework for learning from implicit feedback,2017, In Proceedings of the 26th International Conferenceon World Wide Web
 Adaptive importance sampling to accelerate training ofa neural probabilistic language model,2008, IEEE Trans
 Large scale online learning of imagesimilarity through ranking,2010, J
 Strategies for training large vocabulary neurallanguage models,2016, In Proceedings of the 54th Annual Meeting of the Association for ComputationalLinguistics
 An exploration of softmax alternatives belonging to thespherical loss family,2016, CoRR
 Saga: A fast incremental gradient methodwith support for non-strongly convex composite objectives,2014, In Z
 Node2vec: Scalable feature learning for networks,2016, In Proceedingsof the 22Nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 The movielens datasets: History and context,2015, ACMTransactions on Interactive Intelligent Systems
 Neural word embedding as implicit matrix factorization,2014, InZ
 Efficient estimation of word representa-tions in vector space,2013, CoRR
 Glove: Global vectors for wordrepresentation,2014, In Empirical Methods in Natural Language Processing (EMNLP)
 Factorization machines,2010, In Proceedings of the 2010 IEEE International Conferenceon Data Mining
 Minimizing finite sums with the stochasticaverage gradient,2017, Math
 Evaluation methods forunsupervised word embeddings,2015, In Proceedings of the 2015 Conference on Empirical Methods inNatural Language Processing
 Facenet: A unified embedding for face recognition andclustering,2015, In 2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Swivel: Improving embeddings bynoticing what’s missing,2016, CoRR
 Folding:Why good models sometimes make spurious recommendations,2017, In Proceedings of the EleventhACM Conference on Recommender Systems
 Selection of negative samples for one-class matrixfactorization,2017, In Proceedings of the 2017 SIAM International Conference on Data Mining
 Learning spread-out local featuredescriptors,2017, In IEEE International Conference on Computer Vision
