title,year,conference
 Meta-Iearning with dif-ferentiable closed-form solvers,2019, In Proceedings of the International Conference on LearningRepresentations (ICLR)
 Emnist: an extension ofmnist to handwritten letters,2009, arXiv preprint arXiv:1702
 Unsupervised domain adaptation by backpropagation,2015, InProceedings of the International Conference on Machine Learning (ICML)
 Few-shot learning with graph neural networks,2018, In Proceedings of theInternational Conference on Learning Representations (ICLR)
 Dynamic few-shot visual learning without forgetting,2018, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Low-shot visual recognition by shrinking and hallucinatingfeatures,2017, In Proceedings of the IEEE International Conference on Computer Vision (ICCV)
 Deep residual learning for image recog-nition,2016, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Few-shot learning with metric-agnostic conditional embeddings,2018, arXiv preprintarXiv:1802
 Learning to cluster in order to transfer across do-mains and tasks,2018, 2018
 Deep transfer metric learning,2015, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition (CVPR)
 One shot learning ofsimple visual concepts,2012, In Cogsci
 Wordnet: a lexical database for english,1995, Communications of the ACM
 Few-shot adversarialdomain adaptation,2017, In Advances in Neural Information Processing Systems (NIPS)
 Reptile: a scalable metalearning algorithm,2018, arXiv preprintarXiv:1803
 A survey on transfer learning,2010, IEEE Transactions on Knowledgeand Data Engineering (TKDE)
 Optimization as a model for few-shot learning,2017, In Proceedingsof the International Conference on Learning Representations (ICLR)
 Meta-learning with latent embedding optimization,2019, In Proceedings of theInternational Conference on Learning Representations (ICLR)
 Prototypical networks for few-shot learning,2017, InAdvances in Neural Information Processing Systems (NIPS)
 Matching networks for oneshot learning,2016, In Advances in Neural Information Processing Systems (NIPS)
