title,year,conference
 Deep rein-forcement learning: A brief survey,2017, IEEE Signal Processing Magazine
 Finding minimum entropy codes,1989, NeuralComputation
 Representation learning: A review and newperspectives,2013, IEEE transactions on pattern analysis and machine intelligence
 Deep learning for physical processes: In-corporating prior scientific knowledge,2018, In International Conference on Learning Representations
 Robot programming bydemonstration,2008, In Springer handbook of robotics
 Infogan:Interpretable representation learning by information maximizing generative adversarial nets,2016, InAdvances in Neural Information Processing Systems
 Benchmarking deepreinforcement learning for continuous control,2016, In International Conference on Machine Learning
 Learning to infergraphics programs from hand-drawn images,2018, In Advances in Neural Information ProcessingSystems
 A disentangled recognitionand nonlinear dynamics model for unsupervised learning,2017, In Advances in Neural InformationProcessing Systems
 Towards symbolicreinforcement learning with common sense,2018, arXiv preprint arXiv:1804
 Towards deep symbolic reinforcementlearning,2016, arXiv preprint arXiv:1609
 Differentiable pro-grams with neural libraries,2017, In Proceedings of the 34th International Conference on MachineLearning
 Program synthesis,2017, Foundations and Trendsin Programming Languages
 β-vae: Learning basic visual concepts with a con-strained variational framework,2017, 2017
 Scan: learning abstract hierarchical com-positional visual concepts,2018, International Conference on Learning Representations (ICLR)
 Discovering physicalconcepts with neural networks,2018, arXiv preprint arXiv:1807
 Categorical reparameterization with gumbel-softmax,2016, arXivpreprint arXiv:1611
 Schema networks: Zero-shot transfer with a generative caUsal model of intUitive physics,2017, In International Conference onMachine Learning
 Beating atari with natUral langUage gUidedreinforcement learning,2017, arXiv preprint arXiv:1704
 Disentangling by factorising,2018, arXiv preprint arXiv:1802
 AUto-encoding variational bayes,2014, In International Conferenceon Learning Representations
 Differentiable fUnctionalprogram interpreters,2017, arXiv preprint arXiv:1611
 Inverse graph-ics with probabilistic cad models,2014, arXiv preprint arXiv:1407
 PictUre: Aprobabilistic programming langUage for scene perception,2015, In Proceedings of the ieee conferenceon computer vision and pattern recognition
 Grammar variational autoen-coder,2017, In International Conference on Machine Learning
 Planning with loops,2005, In Proceedings of the 19th International Joint Conferenceon Artificial Intelligence
 Approximatebayesian image interpretation using generative probabilistic graphics programs,2013, In Advances inNeural Information Processing Systems
 Learning to parse naturallanguage commands to a robot control system,2013, In Experimental Robotics
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Learning disentangled representationswith semi-supervised deep generative models,2017, In Advances in Neural Information ProcessingSystems
 Using program induction to interpret transitionsystem dynamics,2017, In Proceedings of ICML Workshop on Human Interpretability in MachineLearning
 Learning factorial codes by predictability minimization,1992, Neural Computation
 Embed to control:A locally linear latent dynamics model for control from raw images,2015, In Advances in neuralinformation processing systems
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, In Reinforcement Learning
 Learning to see physicsvia visual de-animation,2017, In Advances in Neural Information Processing Systems
